CartoSanté; ; 
Référentiel géographique : France par territoire de vie-santé 2019; ; 
Code;Libellé;Densité de généralistes lib. 2021
29302;Pont-de-Buis-lès-Quimerch;10.7
2A01;Ajaccio;9.1
2A02;Vallée du Prunelli;8.6
2A03;Rive Sud;15.5
2A04;Cinarca;8.5
2A05;Taravo;11.5
2A06;Propriano-Sartène;9.1
2A07;Alta-Rocca;9.6
2A08;Gravona-Cruzini;3.7
2A09;Grand Sud;10.7
2A10;Cargèse;16.6
2A11;Vico;16.2
2B12;Aléria-Cervione;8.1
2B13;Calvi;8.2
2B14;Fiumorbu;8.3
2B15;Ile-Rousse;8.5
2B16;Casinca;13.7
2B17;Corte;8.8
2B18;Ponte-Leccia;8.2
2B19;Borgo-Biguglia;6
2B20;Nebbiu;7.3
2B21;Bastia;10.6
2B23;Cap Corse;9.3
30003;Aigues-Mortes;10.3
30007;Alès;9.2
30010;Anduze;6
30011;Les Angles;8.3
30028;Bagnols-sur-Cèze;8.2
30032;Beaucaire;4.9
30034;Bellegarde;6.8
30037;Bessèges;1.6
30062;Calvisson;10.6
30132;La Grand-Combe;2.9
30141;Laudun-l'Ardoise;7.2
30155;Manduel;6.3
30156;Marguerittes;9
30169;Milhaud;9.5
30189;Nîmes;11.1
30202;Pont-Saint-Esprit;5.3
30210;Quissac;9.6
30212;Remoulins;11.5
30221;Roquemaure;8.8
30227;Saint-Ambroix;3.3
30243;Saint-Christol-lès-Alès;8.2
30258;Saint-Gilles;5.7
30263;Saint-Hippolyte-du-Fort;8.4
30269;Saint-Jean-du-Gard;12.5
30305;Salindres;2.9
30321;Sommières;7.8
30334;Uzès;9.6
30341;Vauvert;6.8
30344;Vergèze;8.7
30350;Le Vigan;9.5
30351;Villeneuve-lès-Avignon;7.3
31020;Aspet;3.9
31022;Aucamville;12.5
31033;Auterive;8.6
31042;Bagnères-de-Luchon;8.5
31044;Balma;13.5
31056;Beauzelle;11.3
31066;Bessières;4.5
31069;Blagnac;11
31080;Boulogne-sur-Gesse;9.3
31098;Cadours;8.1
31106;Caraman;3.8
31107;Carbonne;12.2
31113;Castanet-Tolosan;10.6
31118;Castelnau-d'Estrétefonds;10.6
31135;Cazères;6.2
31149;Colomiers;11.3
31150;Cornebarrieu;18
31157;Cugnaux;9.3
31182;Fenouillet;10.2
31187;Fonsorbes;8.9
31202;Fronton;10.6
31232;Grenade;6
31239;L'Isle-en-Dodon;7.7
31254;Labège;17.5
31282;Launaguet;5.1
31291;Léguevin;7.3
31324;Martres-Tolosane;9.7
31358;Montastruc-la-Conseillère;11.7
31375;Montesquieu-Volvestre;9.5
