CartoSanté; ; 
Référentiel géographique : France par territoire de vie-santé 2019; ; 
Code;Libellé;Densité de généralistes lib. 2017
11203;Lézignan-Corbières;8.1
11206;Limoux;7.4
11262;Narbonne;11.5
11266;Port-la-Nouvelle;5.3
11304;Quillan;9.8
11315;Rieux-Minervois;9.6
11379;Sigean;13.8
11397;Trèbes;9.9
12033;Bozouls;6.1
12056;Baraqueville;5.4
12089;Decazeville;8.3
12094;Entraygues-sur-Truyère;9.1
12096;Espalion;9.8
12119;Laguiole;14
12120;Laissac-Sévérac l'Église;9.7
12133;Luc-la-Primaube;11.3
12138;Marcillac-Vallon;5.6
12145;Millau;9.7
12148;Montbazens;11.6
12164;Mur-de-Barrez;9.6
12169;Naucelle;9.6
12176;Onet-le-Château;4.5
12185;Pont-de-Salars;11.2
12197;Réquista;7.7
12198;Rieupeyroux;8.9
12199;Rignac;9
12202;Rodez;10.5
12208;Saint-Affrique;8.7
12224;Saint Geniez d'Olt et d'Aubrac;11.8
12270;Sévérac d'Aveyron;7
12300;Villefranche-de-Rouergue;8.8
13001;Aix-en-Provence;15
13002;Allauch;8.9
13004;Arles;13
13005;Aubagne;16.3
13007;Auriol;9.5
13014;Berre-l'Étang;9.6
13015;Bouc-Bel-Air;12
13019;Cabriès;8.3
13022;Cassis;13.8
13026;Châteauneuf-les-Martigues;4
13027;Châteaurenard;8.2
13028;La Ciotat;11.7
13031;La Destrousse;14.1
13032;Éguilles;10
13035;Eyguières;8.2
13037;La Fare-les-Oliviers;8.6
13039;Fos-sur-Mer;7.6
13040;Fuveau;10.4
13041;Gardanne;14.5
13042;Gémenos;9.7
13043;Gignac-la-Nerthe;11.9
13046;Gréasque;8.1
13047;Istres;10.2
13050;Lambesc;10.4
13051;Lançon-Provence;9.1
13053;Mallemort;10.7
13054;Marignane;12.7
13056;Martigues;10.1
13063;Miramas;5.5
13069;Pélissanne;7.9
13070;La Penne-sur-Huveaune;6.3
13071;Les Pennes-Mirabeau;8.4
13074;Peyrolles-en-Provence;6.9
13075;Plan-de-Cuques;11.5
13077;Port-de-Bouc;7
13078;Port-Saint-Louis-du-Rhône;8.2
13081;Rognac;5.1
13084;La Roque-d'Anthéron;8.5
13086;Roquevaire;7.8
13087;Rousset;7.2
13091;Saint-Cannat;8.7
13092;Saint-Chamas;10.3
13097;Saint-Martin-de-Crau;9.3
13098;Saint-Mitre-les-Remparts;6.8
13100;Saint-Rémy-de-Provence;13.9
13102;Saint-Victoret;10.7
13103;Salon-de-Provence;10.1
13104;Sausset-les-Pins;14.1
13105;Sénas;11
13106;Septèmes-les-Vallons;12.1
13110;Trets;10.6
13112;Velaux;12
13113;Venelles;9.4
13117;Vitrolles;13.2
13119;Carnoux-en-Provence;9.9
13201;Marseille 1er Arrondissement;13.1
13202;Marseille 2e Arrondissement;11.8
13203;Marseille 3e Arrondissement;14
13204;Marseille 4e Arrondissement;12.5
13205;Marseille 5e Arrondissement;11.1
13206;Marseille 6e Arrondissement;18.2
13207;Marseille 7e Arrondissement;13.4
13208;Marseille 8e Arrondissement;19.1
13209;Marseille 9e Arrondissement;11.5
13210;Marseille 10e Arrondissement;8.3
13211;Marseille 11e Arrondissement;10.3
13212;Marseille 12e Arrondissement;12
13213;Marseille 13e Arrondissement;10.6
13214;Marseille 14e Arrondissement;12.2
13215;Marseille 15e Arrondissement;7.8
13216;Marseille 16e Arrondissement;12.8
14020;Argences;9.6
14027;Les Monts d'Aunay;5.9
14047;Bayeux;7.2
14101;Bretteville-sur-Odon;9.2
14117;Cabourg;9.2
14118;Caen;16.8
14167;Colombelles;8.6
14174;Condé-en-Normandie;5.9
14191;Courseulles-sur-Mer;8.2
14220;Deauville;15.5
14225;Dives-sur-Mer;11.6
14228;Douvres-la-Délivrande;8.9
14258;Falaise;5.9
14327;Hérouville-Saint-Clair;12.3
14333;Honfleur;9.1
14341;Ifs;8.3
14342;Isigny-sur-Mer;9.8
14366;Lisieux;6.9
14370;Le Molay-Littry;5.5
14371;Livarot-Pays-d'Auge;8.8
14431;Mézidon Vallée d'Auge;5.9
14437;Mondeville;8.8
14478;Orbec;4.4
14488;Ouistreham;9
14514;Pont-l'Évêque;7.4
14654;Saint-Pierre-en-Auge;2.9
14689;Le Hom;6.8
14712;Saline;6.3
14715;Trouville-sur-Mer;6.9
14738;Verson;7.9
14752;Villers-Bocage;7.3
14754;Villers-sur-Mer;6.4
14762;Vire Normandie;7.1
15014;Aurillac;10.3
15119;Massiac;7.5
15120;Mauriac;10
15122;Maurs;6.7
15138;Murat;8.8
15162;Riom-ès-Montagnes;7.1
15187;Saint-Flour;9.4
16015;Angoulême;9.9
16028;Barbezieux-Saint-Hilaire;8.8
16070;Chabanais;6.6
16073;Chalais;8.1
16078;Champniers;5.3
16085;Chasseneuil-sur-Bonnieure;8.6
16090;Châteauneuf-sur-Charente;5.1
16102;Cognac;8.9
16106;Confolens;6.3
16113;La Couronne;6.2
16154;Gond-Pontouvre;7.4
16166;L'Isle-d'Espagnac;11.7
16167;Jarnac;6.9
16192;Roumazières-Loubert;9.1
16206;Mansle;12
16223;Montbron;6.7
16281;La Rochefoucauld;6.3
16286;Rouillac;9.2
16291;Ruelle-sur-Touvre;9.4
16292;Ruffec;7.4
16374;Soyaux;6.2
17003;Aigrefeuille-d'Aunis;8.6
17004;Île-d'Aix;40.2
17010;Angoulins;9.5
17019;Ars-en-Ré;15.7
17024;Aulnay;9.1
17028;Aytré;11.4
17093;Le Château-d'Oléron;6.2
17094;Châtelaillon-Plage;11.2
17131;Cozes;7.7
17140;Dolus-d'Oléron;15.3
17161;La Flotte;14.5
17168;Fouras;11.4
17172;Gémozac;9.8
17197;Jonzac;11.8
17200;Lagord;9.8
17218;Marans;10.3
17219;Marennes;9.4
17224;Matha;7.3
17240;Montendre;7.4
17241;Montguyon;8.5
17264;Nieul-sur-Mer;11
17274;Périgny;9.4
17283;Pons;7.1
17291;Puilboreau;12.4
17299;Rochefort;11.6
17300;La Rochelle;15.6
17306;Royan;11.5
17347;Saint-Jean-d'Angély;7.3
17385;Saint-Pierre-d'Oléron;11.2
17397;Saint-Savinien;7.2
17415;Saintes;11.8
17421;Saujon;7.2
17434;Surgères;8.7
17449;Tonnay-Charente;11
17452;La Tremblade;8.6
18003;Les Aix-d'Angillon;1.8
18015;Aubigny-sur-Nère;7.3
18033;Bourges;10.2
18057;Châteaumeillant;6
18087;Dun-sur-Auron;6.4
18108;La Guerche-sur-l'Aubois;7.5
18109;Henrichemont;6.9
18141;Mehun-sur-Yèvre;6
18197;Saint-Amand-Montrond;6.7
18205;Saint-Doulchard;7.3
18207;Saint-Florent-sur-Cher;3.6
18213;Saint-Germain-du-Puy;6.4
18241;Sancerre;7.6
18242;Sancoins;7.9
18279;Vierzon;6.5
19005;Allassac;6.6
19010;Argentat-sur-Dordogne;9.3
19019;Beaulieu-sur-Dordogne;12
19028;Bort-les-Orgues;8.9
19031;Brive-la-Gaillarde;11.4
19073;Égletons;8.5
19121;Lubersac;9.7
19123;Malemort;7.9
19136;Meymac;6.4
19138;Meyssac;8.6
19148;Neuvic;13.1
19153;Objat;7
19269;Treignac;13.7
19272;Tulle;7.9
19275;Ussel;6.4
19276;Uzerche;12.6
21023;Arnay-le-Duc;9.9
21038;Auxonne;5.7
21054;Beaune;9.7
21154;Châtillon-sur-Seine;7.1
21166;Chenôve;27
21171;Chevigny-Saint-Sauveur;8
21231;Dijon;10.5
21278;Fontaine-lès-Dijon;13.2
21292;Genlis;7.4
21317;Is-sur-Tille;7.4
21355;Longvic;6.4
21390;Marsannay-la-Côte;10.2
21425;Montbard;7.6
21464;Nuits-Saint-Georges;10.2
21501;Pouilly-en-Auxois;6.3
21515;Quetigny;9.8
21540;Saint-Apollinaire;9.5
21554;Saint-Jean-de-Losne;6.9
21584;Saulieu;6.1
21603;Semur-en-Auxois;8.9
21607;Seurre;4.1
21617;Talant;10.8
21663;Venarey-les-Laumes;4.3
22004;Bégard;8.1
22007;Binic;8.4
22016;Île-de-Bréhat;26.5
22020;Broons;9.5
22025;Callac;5.2
22046;Le Mené;8.6
22050;Dinan;7.6
22054;Erquy;15.4
22070;Guingamp;6.2
22093;Lamballe;4.3
22106;Langueux;4
22113;Lannion;9.9
22121;Lanvollon;6.8
22136;Loudéac;5.8
22143;Matignon;8.3
22147;Merdrignac;9.1
22162;Paimpol;9.6
22168;Perros-Guirec;10.9
22172;Plancoët;7.2
22186;Pléneuf-Val-André;9.8
22187;Plérin;10
22194;Plestin-les-Grèves;12.1
22203;Ploeuc-L'Hermitage;8.1
22206;Plouagat;7.5
22207;Plouaret;8.7
22215;Ploufragan;6
22222;Plouha;6.5
22251;Pordic;8.8
22259;Quévert;10.7
22262;Quintin;7.5
22266;Rostrenen;9.9
22278;Saint-Brieuc;12.6
22324;Saint-Quay-Perros;9.5
22360;Trégueux;4.9
22362;Tréguier;8.1
22389;Yffiniac;8.3
23008;Aubusson;8.7
23013;Auzances;8.6
23030;Bourganeuf;9.7
23031;Boussac;6.7
23075;Dun-le-Palestel;9.9
23076;Évaux-les-Bains;13.2
23096;Guéret;9.1
23176;La Souterraine;6.9
24035;Pays de Belvès;7.2
24037;Bergerac;7.2
24053;Boulazac Isle Manoire;7
24064;Brantôme en Périgord;10.2
24067;Le Bugue;11.4
24164;Excideuil;8.4
24167;Eymet;7.4
24223;Lalinde;5.9
24256;Marsac-sur-l'Isle;5.6
24291;Montignac;10.3
24294;Montpon-Ménestérol;4.8
24299;Mussidan;6.5
24309;Neuvic;6.4
24311;Nontron;8
24322;Périgueux;11
24352;Ribérac;7.9
24354;La Roche-Chalais;7.6
24372;Saint-Astier;6.7
24396;Saint-Cyprien;11.4
24520;Sarlat-la-Canéda;8.7
24547;Terrasson-Lavilledieu;6.2
24551;Thiviers;7
24557;Trélissac;10.8
24571;Vergt;9.9
25031;Audincourt;7.6
25047;Baume-les-Dames;8.3
25056;Besançon;14.2
25212;École-Valentin;8.5
25315;L'Isle-sur-le-Doubs;6.4
25334;Levier;11.1
25356;Maîche;6.4
25388;Montbéliard;10.9
25411;Morteau;7.4
25434;Ornans;12
25462;Pontarlier;8.7
25463;Pont-de-Roide-Vermondans;6.7
25527;Saint-Vit;7.8
25532;Saône;10.8
25578;Valdahon;9.3
25580;Valentigney;6.3
26037;Beaumont-lès-Valence;10.2
26057;Bourg-de-Péage;6.7
26058;Bourg-lès-Valence;6
26063;Buis-les-Baronnies;13.1
26064;Chabeuil;9.5
26108;Crest;11.1
26113;Die;10.8
26114;Dieulefit;10.1
26116;Donzère;8.1
26124;Étoile-sur-Rhône;7.9
26165;Livron-sur-Drôme;8.1
26198;Montélimar;9
26220;Nyons;12.3
26235;Pierrelatte;6.1
26252;Portes-lès-Valence;7.7
26281;Romans-sur-Isère;9.8
26301;Saint-Donat-sur-l'Herbasse;4.2
26307;Saint-Jean-en-Royans;10.1
26313;Saint-Marcel-lès-Valence;7.1
26324;Saint-Paul-Trois-Châteaux;5.8
26325;Saint-Rambert-d'Albon;7.8
26333;Saint-Vallier;7.1
26362;Valence;12.9
27016;Les Andelys;7.4
27051;Beaumont-le-Roger;6.2
27056;Bernay;6.7
27065;Beuzeville;6.4
27103;Bourg-Achard;7.7
27112;Breteuil;7.1
27116;Brionne;6.9
27165;Conches-en-Ouche;3.8
27198;Mesnils-sur-Iton;4.7
27226;Étrépagny;8.4
27229;Évreux;7.8
27230;Ézy-sur-Eure;6.1
27246;Fleury-sur-Andelle;9.7
27275;Gaillon;5.9
27284;Gisors;4.7
27375;Louviers;6.7
27428;Le Neubourg;4.7
27448;Pacy-sur-Eure;3.5
27467;Pont-Audemer;5.3
27469;Pont-de-l'Arche;8.7
27493;Romilly-sur-Andelle;8
27507;Saint-André-de-l'Eure;6.4
27562;Saint-Marcel;6.5
27679;Verneuil d'Avre et d'Iton;6.7
27681;Vernon;6.5
27701;Val-de-Reuil;10.1
28015;Auneau-Bleury-Saint-Symphorien;6.3
28051;Bonneval;3.3
28061;Brou;4.5
28085;Chartres;9.5
28088;Châteaudun;7.3
28089;Châteauneuf-en-Thymerais;4.1
28103;Cloyes-les-Trois-Rivières;5.3
28116;Courville-sur-Eure;4.7
28134;Dreux;7.3
28140;Épernon;6
28196;Illiers-Combray;4.3
28199;Janville;6.5
28214;La Loupe;4
28218;Lucé;7.5
28220;Luisant;6.2
28227;Maintenon;4.5
28229;Mainvilliers;8.2
28279;Nogent-le-Roi;6.2
28280;Nogent-le-Rotrou;7.4
28348;Saint-Lubin-des-Joncherets;2.6
28373;Senonches;4.6
28404;Vernouillet;2.8
28422;Les Villages Vovéens;6.3
29004;Bannalec;7.5
29019;Brest;12.5
29020;Briec;7.3
29024;Carhaix-Plouguer;7.4
29026;Châteaulin;9.8
29027;Châteauneuf-du-Faou;8.7
29039;Concarneau;9.5
29042;Crozon;9
29046;Douarnenez;5.7
29051;Ergué-Gabéric;10.9
29053;Le Faou;8.7
29058;Fouesnant;11.6
29061;Gouesnou;11.5
29069;Guilers;8.1
29075;Guipavas;9.7
29081;Huelgoat;5.1
29082;Île-de-Batz;21.3
29083;Île-de-Sein;42.2
29084;Île-Molène;0
29103;Landerneau;9.7
29105;Landivisiau;6.8
29124;Lesneven;9.6
29147;Mellac;6.3
29150;Moëlan-sur-Mer;11.6
29151;Morlaix;7.9
29155;Ouessant;11.8
29158;Penmarch;8.8
29160;Plabennec;7.4
29162;Pleyben;7.2
29174;Plonéour-Lanvern;4.7
29178;Ploudalmézeau;8.3
29185;Plouescat;8.4
29189;Plougastel-Daoulas;11.2
29195;Plouguerneau;7.6
29197;Plouhinec;10.4
29199;Plouigneau;4.9
29212;Plouzané;8.5
29217;Pont-Aven;9.3
29220;Pont-l'Abbé;14
29232;Quimper;11.8
29233;Quimperlé;10.3
29235;Le Relecq-Kerhuon;9.6
29241;Rosporden;7.7
29259;Saint-Pol-de-Léon;8.6
29260;Saint-Renan;9.2
29274;Scaër;7.8
29302;Pont-de-Buis-lès-Quimerch;10.4
2A01;Ajaccio;10.2
2A02;Vallée du Prunelli;6.6
2A03;Rive Sud;10.1
2A04;Cinarca;4.2
2A05;Taravo;11.5
2A06;Propriano-Sartène;9.1
2A07;Alta-Rocca;9.4
2A08;Gravona-Cruzini;5.1
2A09;Grand Sud;9.8
2A10;Cargèse;13.2
2A11;Vico;22.1
2B12;Aléria-Cervione;7.7
2B13;Calvi;8.8
2B14;Fiumorbu;6.3
2B15;Ile-Rousse;12.2
2B16;Casinca;8.8
2B17;Corte;7.3
2B18;Ponte-Leccia;4
2B19;Borgo-Biguglia;7.9
2B20;Nebbiu;6.4
2B21;Bastia;12.2
2B23;Cap Corse;9
30003;Aigues-Mortes;9.9
30007;Alès;12.1
30010;Anduze;9
30011;Les Angles;8.8
30028;Bagnols-sur-Cèze;9.2
30032;Beaucaire;5.8
30034;Bellegarde;8.8
30037;Bessèges;4.7
30062;Calvisson;9.1
30132;La Grand-Combe;3.4
30141;Laudun-l'Ardoise;7.4
30155;Manduel;7.4
30156;Marguerittes;9.5
30169;Milhaud;10.2
30189;Nîmes;13.2
30202;Pont-Saint-Esprit;6.6
30210;Quissac;11.1
30212;Remoulins;9.2
30221;Roquemaure;9.1
30227;Saint-Ambroix;3.3
30243;Saint-Christol-lès-Alès;7.9
30258;Saint-Gilles;6.7
30263;Saint-Hippolyte-du-Fort;10.6
30269;Saint-Jean-du-Gard;9.9
30305;Salindres;5
30321;Sommières;7.2
30334;Uzès;9.2
30341;Vauvert;7.5
30344;Vergèze;10.2
30350;Le Vigan;8.5
30351;Villeneuve-lès-Avignon;7.5
31020;Aspet;9.7
31022;Aucamville;14.4
31033;Auterive;8.5
31042;Bagnères-de-Luchon;14.4
31044;Balma;13
31056;Beauzelle;10.6
31066;Bessières;7.6
31069;Blagnac;13
31080;Boulogne-sur-Gesse;11.3
31098;Cadours;11.4
31106;Caraman;6
31107;Carbonne;10.6
31113;Castanet-Tolosan;10.7
31118;Castelnau-d'Estrétefonds;10.7
31135;Cazères;7.4
31149;Colomiers;11.6
31150;Cornebarrieu;18.9
31157;Cugnaux;11.9
31182;Fenouillet;8
31187;Fonsorbes;8.1
31202;Fronton;10
31232;Grenade;5.4
31239;L'Isle-en-Dodon;7.6
31254;Labège;14
31282;Launaguet;6.5
31291;Léguevin;6.9
31324;Martres-Tolosane;9.7
31358;Montastruc-la-Conseillère;9.9
31375;Montesquieu-Volvestre;13.4
31390;Montréjeau;7.1
31395;Muret;14.3
31396;Nailloux;7.9
31417;Pibrac;11.3
31421;Pins-Justaret;12.8
31424;Plaisance-du-Touch;11.2
31433;Portet-sur-Garonne;13.6
31445;Quint-Fonsegrives;10.8
31446;Ramonville-Saint-Agne;11.1
31451;Revel;10.4
31454;Rieumes;8.6
31458;Roques;13.4
31467;Saint-Alban;12.7
31483;Saint-Gaudens;10
31488;Saint-Jean;16.5
31490;Saint-Jory;9.7
31499;Saint-Lys;6.6
31506;Saint-Orens-de-Gameville;11
31523;Salies-du-Salat;12.8
31526;La Salvetat-Saint-Gilles;10
31547;Seysses;10.5
31555;Toulouse;11.9
31557;Tournefeuille;9.4
31561;L'Union;8.6
31572;Venerque;13.1
31573;Verfeil;10.9
31582;Villefranche-de-Lauragais;13.4
31584;Villemur-sur-Tarn;7.5
31588;Villeneuve-Tolosane;6.1
32013;Auch;11.8
32096;Cazaubon;22.7
32107;Condom;9.7
32119;Eauze;9.3
32132;Fleurance;7.6
32147;Gimont;9.2
32160;L'Isle-Jourdain;6
32208;Lectoure;11.8
32213;Lombez;10.5
32233;Marciac;11.9
32242;Masseube;13.8
32249;Mauvezin;9.9
32256;Mirande;6.4
32296;Nogaro;8.7
32319;Plaisance;8
32344;Riscle;14.1
32410;Samatan;13.4
32462;Vic-Fezensac;8.7
33003;Ambarès-et-Lagrave;8.3
33005;Andernos-les-Bains;11.9
33009;Arcachon;23
33011;Arès;8.2
33013;Artigues-près-Bordeaux;12.1
33036;Bazas;9.1
33039;Bègles;11
33051;Biganos;7.3
33056;Blanquefort;9.1
33058;Blaye;10.3
33063;Bordeaux;16.3
33067;Bourg;9.7
33069;Le Bouscat;15.6
33075;Bruges;9.4
33081;Cadillac;7.2
33090;Canéjan;18.5
33096;Carbon-Blanc;9.6
33104;Castelnau-de-Médoc;7.6
33108;Castillon-la-Bataille;8.5
33119;Cenon;28.5
33122;Cestas;12.7
33123;Cézac;7.8
33138;Coutras;6.4
33140;Créon;7.8
33162;Eysines;7.9
33167;Floirac;10.3
33192;Gradignan;14.3
33199;Gujan-Mestras;9.6
33200;Le Haillan;6.5
33213;La Brède;10.2
33214;Lacanau;11.1
33227;Langon;11.7
33234;Latresne;11.2
33236;Lège-Cap-Ferret;9.9
33238;Léognan;9.3
33240;Lesparre-Médoc;7.2
33243;Libourne;11.7
33249;Lormont;19.9
33273;Martignas-sur-Jalle;10.9
33281;Mérignac;10.8
33289;Monségur;6
33312;Parempuyre;10.7
33314;Pauillac;9.4
33318;Pessac;10.1
33327;Podensac;5.9
33334;Portets;13.5
33352;La Réole;5.9
33366;Saint-André-de-Cubzac;8.6
33389;Saint-Ciers-sur-Gironde;7.3
33397;Sainte-Eulalie;8.6
33402;Sainte-Foy-la-Grande;6.1
33422;Saint-Jean-d'Illac;10.5
33433;Saint-Loubès;8.6
33449;Saint-Médard-en-Jalles;11.4
33478;Saint-Seurin-sur-l'Isle;9.5
33498;Salles;9.7
33506;Sauveterre-de-Guyenne;8.8
33514;Soulac-sur-Mer;12.8
33519;Le Taillan-Médoc;10.5
33522;Talence;9.5
33527;Le Teich;10.4
33529;La Teste-de-Buch;14.2
33550;Villenave-d'Ornon;9.1
34003;Agde;11.9
34022;Baillargues;8.8
34023;Balaruc-les-Bains;30.4
34028;Bédarieux;10.4
34031;Bessan;7.9
34032;Béziers;11.2
34052;Capestang;7.6
34057;Castelnau-le-Lez;22.6
34058;Castries;9.5
34077;Clapiers;14.3
34079;Clermont-l'Hérault;14.2
34088;Cournonterral;12.2
34090;Le Crès;11.9
34095;Fabrègues;14.8
34101;Florensac;6.9
34108;Frontignan;10.4
34111;Ganges;11.9
34113;Gigean;11.3
34114;Gignac;10.4
34120;Jacou;12.6
34123;Juvignac;10
34129;Lattes;16.6
34142;Lodève;8.6
34145;Lunel;10.9
34147;Magalas;10.9
34150;Marseillan;16.6
34151;Marsillargues;9
34154;Mauguio;11.7
34157;Mèze;9.5
34162;Montagnac;7.4
34172;Montpellier;12.5
34192;Palavas-les-Flots;11.3
34194;Paulhan;7.9
34198;Pérols;10
34199;Pézenas;10.9
34213;Poussan;6.2
34239;Saint-André-de-Sangonis;7
34245;Saint-Chinian;5.6
34247;Saint-Clément-de-Rivière;9.9
34255;Saint-Gély-du-Fesc;11.3
34270;Saint-Jean-de-Védas;11.1
34276;Saint-Mathieu-de-Tréviers;7.6
34284;Saint-Pons-de-Thomières;12.3
34299;Sérignan;8.4
34300;Servian;6.4
34301;Sète;14.4
34327;Vendargues;12.8
34332;Vias;9
34336;Villeneuve-lès-Béziers;9.2
34344;La Grande-Motte;14
35001;Acigné;8.1
35004;Antrain;16.7
35006;Argentré-du-Plessis;5.8
35012;Bain-de-Bretagne;10.7
35023;Bédée;8.2
35024;Betton;8.5
35047;Bruz;10.1
35049;Cancale;7.3
35051;Cesson-Sévigné;12.1
35055;Chantepie;7.7
35066;Chartres-de-Bretagne;8.2
35068;Châteaubourg;7.6
35069;Châteaugiron;6.9
35085;Combourg;7.9
35093;Dinard;10.4
35095;Dol-de-Bretagne;6.9
35115;Fougères;6.4
35125;La Guerche-de-Bretagne;4
35126;Guichen;5.9
35129;Guipry;4.6
35136;Janzé;8.8
35152;Liffré;8.5
35162;Louvigné-du-Désert;4.5
35168;Val d'Anast;7.5
35173;Melesse;9.5
35184;Montauban-de-Bretagne;8.3
35188;Montfort-sur-Meu;7.2
35189;Montgermont;8.7
35196;Mordelles;8.5
35210;Pacé;11
35219;Pipriac;2.9
35223;Plélan-le-Grand;5.4
35236;Redon;6.5
35238;Rennes;12.4
35239;Retiers;6.5
35240;Le Rheu;9.5
35253;Saint-Aubin-du-Cormier;8
35257;Maen Roch;6.4
35278;Saint-Grégoire;25.6
35281;Saint-Jacques-de-la-Lande;10.3
35288;Saint-Malo;14.6
35297;Saint-Méen-le-Grand;3.9
