code_tvs,annee,nb_menages_tot,med_niveau_vie
01427,2014,7932,23642.763551523352
01427,2015,8081,23602.31366341773
01427,2016,8312,23753.177559313746
01427,2017,8437,24140.827308284934
01427,2018,8579,24907.52768387924
01427,2019,8716,25122.983019733823
01443,2004,2958,16889.980730223124
01443,2005,2988,17292.24514725569
01443,2006,3078,17651.539961013645
01443,2007,3238,18772.166924027177
01443,2008,3269,19327.423829917403
01443,2009,3303,19455.539206781712
01443,2010,3352,20270.63126491647
01443,2011,3484,20741.78702640643
01443,2012,3541,21306.056567379335
01443,2013,3550,21824.869306855613
01443,2014,3604,21939.763526397706
01443,2015,3705,22348.922923284543
01443,2016,3747,22486.630749366
01443,2017,3820,23043.869109947642
01443,2018,3902,23671.04305484367
01443,2019,3920,23494.30867346939
01451,2004,4410,17207.291156462583
01451,2005,4518,17748.47576361222
01451,2006,4536,18418.799162257495
01451,2007,4715,19212.713679745495
01451,2008,4885,19658.77891504606
01451,2009,5039,19648.423695177615
01451,2010,5110,20201.087084148727
01451,2011,5225,20711.546602870814
01451,2012,5280,21149.214851026496
01451,2013,5318,21361.793642130517
01451,2014,5357,21679.156137497
01451,2015,5395,22133.374958944398
01451,2016,5463,22209.36939941159
01451,2017,5593,22614.866797782943
01451,2018,5614,23421.857855361595
01451,2019,5654,23475.49876193845
01457,2004,3672,15452.326388888889
01457,2005,3800,15922.208552631579
01457,2006,3897,16378.779574031305
01457,2007,4053,16909.17591907229
01457,2008,4109,17616.842784132394
01457,2009,4144,17702.43001930502
01457,2010,4180,18214.31794258373
01457,2011,4239,18881.80891719745
01457,2012,4305,19947.41951548145
01457,2013,4314,20289.18642790913
01457,2014,4324,20461.180255091553
01457,2015,4388,20818.505612676112
01457,2016,4414,21179.207478369688
01457,2017,4441,21429.961720333256
01457,2018,4478,22162.936578829835
01457,2019,4551,22090.909690177985
02018,2004,2770,14993.534296028882
02018,2005,2817,15657.083599574016
02018,2006,2828,16183.85130834512
02018,2007,2962,16700.489702903444
02018,2008,3118,17277.83130211674
02018,2009,3186,17128.332391713746
02018,2010,3221,17464.290127289663
02018,2011,3245,17550.1312788906
02018,2012,3227,18404.51747032537
02018,2013,3239,18926.847766602856
02018,2014,3239,19021.920274216613
02018,2015,3227,19043.515709048246
02018,2016,3224,19190.708040732057
02018,2017,3238,19602.368746139593
02018,2018,3247,20420.384970742223
02018,2019,3244,20426.661528976572
02095,2004,8150,12041.77411042945
02095,2005,8181,12404.984842928738
02095,2006,8164,12754.932998530132
02095,2007,8422,13341.839468059843
02095,2008,8528,13808.257856472796
02095,2009,8568,13894.013246965453
02095,2010,8603,14094.23869580379
02095,2011,8669,14382.677529126773
02095,2012,8515,16094.071413951327
02095,2013,8488,16630.272598832606
02095,2014,8470,16601.189536537127
02095,2015,8482,16588.601100650118
02095,2016,8398,16824.23720378185
02095,2017,8393,17107.352555701178
02095,2018,8363,17656.795408346286
02095,2019,8435,17736.796680497926
02141,2004,2092,12548.71653919694
02141,2005,2098,12895.497855100097
02141,2006,2123,13443.613754121527
02141,2007,2168,13865.94188191882
02141,2008,2178,14377.592056932965
02141,2009,2183,14496.6667430142
02141,2010,2217,14914.364456472711
02141,2011,2216,15449.110785198556
02141,2012,2283,16821.55184034424
02141,2013,2272,17160.1353323485
02141,2014,2348,17619.407604315253
02141,2015,2284,17839.776576325923
02141,2016,2274,18139.548351648715
02141,2017,2282,18407.423312883435
02141,2018,2268,18999.65167548501
02141,2019,2280,18936.175438596492
02163,2004,4018,15669.096316575411
02163,2005,4083,16474.055841293168
02163,2006,4116,17018.640427599614
02163,2007,4293,17427.286396459353
02163,2008,4376,18398.585009140766
02163,2009,4428,18399.009936766033
02163,2010,4445,18760.558155230596
02163,2011,4484,18786.219223907225
02163,2012,4420,19799.09102310077
02163,2013,4424,20118.01314150862
02163,2014,4450,20239.198009739466
02163,2015,4474,20370.748910004164
02163,2016,4504,20537.601987096758
02163,2017,4523,20808.890117178864
02163,2018,4476,21558.46291331546
02163,2019,4560,21535.57894736842
02168,2004,14271,15586.075607876113
02168,2005,14646,16033.043561381946
02168,2006,14618,16505.742851279243
02168,2007,15090,17022.697249834328
02168,2008,15441,17621.531312738814
02168,2009,15648,17935.54808921268
02168,2010,15752,18099.519108684613
02168,2011,15874,18621.59310822729
02168,2012,15957,19075.350533660763
02168,2013,16030,19362.50847271041
02168,2014,16109,19757.43045281532
02168,2015,16157,19797.716185640762
02168,2016,16354,19953.614807973223
02168,2017,16371,20019.349459409932
02168,2018,16380,20572.970085470086
02168,2019,16745,20786.32367871006
02173,2004,11423,13970.735796200648
02173,2005,11513,14374.808303656737
02173,2006,11598,14890.79724952578
02173,2007,12122,15431.54945553539
02173,2008,12294,15945.178908410606
02173,2009,12422,15998.15323619385
02173,2010,12487,16293.597541443101
02173,2011,12532,16536.32524736674
02173,2012,12519,17598.376451699554
02173,2013,12530,18138.300399311396
02173,2014,12558,18257.032726532918
02173,2015,12557,18382.06870729882
02173,2016,12554,18542.055826360498
02173,2017,12547,18893.760261417072
02173,2018,12527,19483.537159734973
02173,2019,12630,19679.468725257324
02305,2004,3859,13454.936512049753
02305,2005,3922,14058.884497705252
02305,2006,3953,14743.916898558056
02305,2007,4073,15368.986250920698
02305,2008,4204,15964.386298763082
02305,2009,4243,15905.474310629272
02305,2010,4255,16329.682373678026
02305,2011,4444,16715.088883888387
02305,2012,4546,17838.324236650617
02305,2013,4567,18580.061982847008
02305,2014,4576,18564.61858540328
02305,2015,4576,18715.203333788795
02305,2016,4579,18863.292121190025
02305,2017,4549,19140.36711365135
02305,2018,4544,19844.757922535213
02305,2019,4611,20030.099761440037
02340,2004,8447,14890.356931454955
02340,2005,8471,15344.55636878763
02340,2006,8483,15893.756395143228
02340,2007,8793,16563.20448083703
02340,2008,8936,16993.573970456582
02340,2009,8990,17301.865684093438
02340,2010,9042,17598.71765096218
02340,2011,9109,18057.084147546382
02340,2012,9077,18940.74820079925
02340,2013,9055,19428.61273432458
02340,2014,9143,19658.315606371107
02340,2015,9135,19650.555468917963
02340,2016,9118,19851.957477137916
02340,2017,9114,20258.682247092387
02340,2018,9130,20804.90799561884
02340,2019,9174,20939.621757139743
02361,2004,5288,12346.977968986384
02361,2005,5295,12762.967516525023
02361,2006,5313,13178.638622247317
02361,2007,5453,13597.568952869979
02361,2008,5552,14056.985770893372
02361,2009,5519,14440.227396267439
02361,2010,5536,14578.295520231213
02361,2011,5580,14975.747580645162
02361,2012,5524,16196.476996497948
02361,2013,5519,16726.167529929367
02361,2014,5509,16897.948127347303
02361,2015,5469,16869.367268990987
02361,2016,5417,16890.13638846204
02361,2017,5386,17269.617526921647
02361,2018,5347,17760.50495605012
02361,2019,5339,18146.085409252668
02381,2004,13044,11650.473244403556
02381,2005,13121,12052.267319564058
02381,2006,13203,12432.859842460048
02381,2007,13614,12797.578081386808
02381,2008,13836,13361.043907198613
02381,2009,13907,13498.603724742936
02381,2010,13908,13850.024122807017
02381,2011,13916,14198.72589106065
02381,2012,13957,15891.718307304449
02381,2013,13695,16341.224414360162
02381,2014,13700,16564.506431667436
02381,2015,13499,16550.824847786895
02381,2016,13329,16816.594807236743
02381,2017,13344,17111.087380095923
02381,2018,13087,17692.87002368763
02381,2019,13173,17815.772413269566
02408,2004,20888,14437.295743967828
02408,2005,21005,14860.779076410377
02408,2006,21163,15287.533407361905
02408,2007,22054,15788.512242677065
02408,2008,22611,16149.170359559506
02408,2009,22830,16335.968878668418
02408,2010,23026,16494.418961174324
02408,2011,23440,16758.108383105802
02408,2012,23575,17592.546038170407
02408,2013,23600,17989.72137169877
02408,2014,23689,18159.841382394014
02408,2015,23644,18322.833309638587
02408,2016,23519,18480.59325970978
02408,2017,23499,18744.10400442572
02408,2018,23267,19419.38152748528
02408,2019,23263,19608.939947556206
02468,2004,3090,13224.932200647248
02468,2005,3082,13426.609182349124
02468,2006,3129,13855.788590604026
02468,2007,3235,14533.930911901083
02468,2008,3265,15226.29862174579
02468,2009,3291,15394.67517471893
02468,2010,3308,15554.593561064088
02468,2011,3316,15972.549457177322
02468,2012,3394,17307.017793304716
02468,2013,3435,17622.588422917594
02468,2014,3390,17782.24933655097
02468,2015,3391,17838.85219372776
02468,2016,3383,18002.46259939416
02468,2017,3356,18406.248510131107
02468,2018,3332,19160.525210084033
02468,2019,3350,19030.30447761194
02558,2004,4255,12714.979435957695
02558,2005,4285,13205.660210035006
02558,2006,4343,13562.981464425513
02558,2007,4459,14099.331688719445
02558,2008,4506,14671.219374167777
02558,2009,4551,14735.642606020654
02558,2010,4544,14975.512764084508
02558,2011,4544,15687.681998239437
02558,2012,4503,16880.033289950235
02558,2013,4455,17374.594012145546
02558,2014,4483,17587.304967542856
02558,2015,4470,17734.455464431918
02558,2016,4470,17951.671207153693
02558,2017,4468,18352.24261414503
02558,2018,4450,18938.44943820225
02558,2019,4480,19163.649553571428
02691,2004,30579,13621.724304261093
02691,2005,30613,13991.986623329958
02691,2006,30733,14348.86078482413
02691,2007,31602,14876.500617049554
02691,2008,31976,15213.479156242181
02691,2009,32147,15371.798083802534
02691,2010,32381,15548.33499583089
02691,2011,32550,15741.92460829493
02691,2012,32051,16871.144731874138
02691,2013,32121,17355.796716377867
02691,2014,32229,17504.2527117013
02691,2015,32059,17702.825097948127
02691,2016,31847,17833.08460522937
02691,2017,31787,18129.176078270993
02691,2018,31555,18600.909206147997
02691,2019,31852,18827.19954790908
02722,2004,26870,14051.076795682919
02722,2005,27106,14498.28844167343
02722,2006,27301,14953.970953444928
02722,2007,28331,15640.010324379655
02722,2008,28740,16128.02630480167
02722,2009,28891,16174.433872140115
02722,2010,29037,16518.636274408513
02722,2011,29493,16959.15885125284
02722,2012,29637,17771.082029580328
02722,2013,29643,18238.505766511873
02722,2014,29803,18336.267112422756
02722,2015,29905,18561.274442584327
02722,2016,30033,18644.824667714896
02722,2017,30150,18959.87263681592
02722,2018,30203,19524.882627553554
02722,2019,30738,19685.886850152903
02738,2004,15800,13281.28832278481
02738,2005,15891,13667.89604178466
02738,2006,15903,14152.947651386532
02738,2007,16600,14640.90358433735
02738,2008,16714,15207.110895058035
02738,2009,16714,15344.723525188465
02738,2010,16804,15568.660408236135
02738,2011,16834,15856.167518118094
02738,2012,16859,17097.57498348616
02738,2013,16803,17576.68139466947
02738,2014,16796,17800.735916559042
02738,2015,16704,17979.521416967036
02738,2016,16673,18144.68570048844
02738,2017,16662,18373.968911295164
02738,2018,16628,18916.534760644696
02738,2019,16766,19128.89955863056
02789,2004,4153,12855.26727666747
02789,2005,4182,13246.329985652797
02789,2006,4143,13575.459208303162
02789,2007,4277,14113.266308159926
02789,2008,4283,14778.141956572495
02789,2009,4302,14767.67119944212
02789,2010,4358,15054.921753097751
02789,2011,4363,15655.391015356407
02789,2012,4402,16907.22245579089
02789,2013,4361,17466.716023695157
02789,2014,4334,17659.71192094323
02789,2015,4277,17791.475446370583
02789,2016,4261,17961.382059111857
02789,2017,4310,18264.626450116008
02789,2018,4281,18841.593085727633
02789,2019,4306,19358.33488156061
02795,2004,3314,15452.244568497284
02795,2005,3364,16050.098246135552
02795,2006,3391,16641.892951931583
02795,2007,3532,17251.905577576443
02795,2008,3664,18100.406659388645
02795,2009,3691,18180.743565429424
02795,2010,3753,18419.228483879564
02795,2011,3840,19331.436197916668
02795,2012,3894,19832.465916312456
02795,2013,3930,20239.864077140002
02795,2014,3959,20503.228435818775
02795,2015,3936,20743.876709689644
02795,2016,3965,20646.30080931916
02795,2017,3948,21120.688956433638
02795,2018,3959,21910.38140944683
02795,2019,4028,21931.447368421053
02810,2004,9937,15271.785599275434
02810,2005,10062,15921.230222619757
02810,2006,10091,16313.93058170647
02810,2007,10440,17098.01594827586
02810,2008,10722,17603.719268793135
02810,2009,10833,17837.631865595864
02810,2010,10881,18153.504641117543
02810,2011,11080,18806.447833935017
02810,2012,11053,19406.34915863849
02810,2013,11135,19754.878618108614
02810,2014,11177,19826.482388292952
02810,2015,11202,20093.156004562567
02810,2016,11236,20340.234726589708
02810,2017,11233,20676.874387964035
02810,2018,11265,21373.053706169554
02810,2019,11416,21427.551681850036
03023,2004,9289,16075.241037786629
03023,2005,9445,16577.025039703545
03023,2006,9558,17069.94993722536
03023,2007,9935,17616.157825868144
03023,2008,10033,18206.305043356922
03023,2009,10140,18470.133136094675
03023,2010,10220,18818.890215264186
03023,2011,10349,19220.030099526524
03023,2012,10328,19889.207066159583
03023,2013,10374,20426.751810050828
03023,2014,10426,20454.118160920363
03023,2015,10423,20591.674896091332
03023,2016,10422,20783.711068558983
03023,2017,10500,21253.07619047619
03023,2018,10621,21798.4860182657
03023,2019,10794,21895.26959421901
03036,2004,2526,13242.598970704672
03036,2005,2547,13905.54652532391
03036,2006,2583,14390.628145567169
03036,2007,2668,14891.454272863568
03036,2008,2683,15521.92322027581
03036,2009,2705,15994.60998151571
03036,2010,2725,16296.962018348624
03036,2011,2738,16677.296566837107
03036,2012,2704,17797.14258153837
03036,2013,2685,18247.163133948587
03036,2014,2672,18440.25545702074
03036,2015,2691,18754.682014121146
03036,2016,2663,18761.18967598305
03036,2017,2691,19098.361204013378
03036,2018,2663,19958.790837401426
03036,2019,2670,20231.865168539327
03082,2004,7839,14886.098163030998
03082,2005,7915,15256.659128237523
03082,2006,7933,15780.743476616664
