code_tvs,annee,nb_menages_tot,med_niveau_vie
32213,2017,1529,20390.464355788095
32213,2018,1558,21324.76893453145
32213,2019,1580,21265.03164556962
32233,2004,965,12879.991709844558
32233,2005,983,13452.865717192268
32233,2006,989,14128.27704752275
32233,2007,1005,14651.795024875622
32233,2008,1065,14901.715492957746
32233,2009,1072,15266.282649253732
32233,2010,1084,15289.587638376383
32233,2011,1152,16049.427517361111
32233,2012,1194,17257.81084304838
32233,2013,1163,18200.63024972898
32233,2014,1203,17618.403035147174
32233,2015,1199,17780.905646341424
32233,2016,1193,17958.40895967216
32233,2017,1207,18465.335542667774
32233,2018,1147,18739.40714908457
32233,2019,1209,19600.63688999173
32242,2004,1708,13225.793911007026
32242,2005,1742,13868.10447761194
32242,2006,1761,14645.757240204428
32242,2007,1822,15233.967892425906
32242,2008,2064,15998.00484496124
32242,2009,2083,15915.784925588094
32242,2010,2119,16586.420009438414
32242,2011,2157,17284.24177097821
32242,2012,2310,18608.01286914144
32242,2013,2327,18873.544980667077
32242,2014,2279,18873.511812461787
32242,2015,2347,18872.48901959331
32242,2016,2235,19522.814980341704
32242,2017,2293,19571.92760575665
32242,2018,2297,20383.526338702657
32242,2019,2373,20134.930467762326
32249,2004,2166,13944.269390581718
32249,2005,2249,14835.616273899512
32249,2006,2290,15511.886244541483
32249,2007,2419,16355.526250516743
32249,2008,2507,17106.337854008776
32249,2009,2565,17320.213255360624
32249,2010,2597,17225.681555641124
32249,2011,2635,17904.36091081594
32249,2012,2764,19277.853241265697
32249,2013,2741,19734.23524662131
32249,2014,2861,19588.737849420588
32249,2015,2935,19880.026693821892
32249,2016,2939,20139.266183187807
32249,2017,2857,20221.858592929646
32249,2018,2966,21145.987862440998
32249,2019,3003,21269.270729270727
32256,2004,4392,13941.691484517305
32256,2005,4505,14490.784683684795
32256,2006,4565,15020.63439211391
32256,2007,4711,15579.902356187646
32256,2008,5005,15938.544555444556
32256,2009,5069,16017.088774906293
32256,2010,5103,16488.19184793259
32256,2011,5190,17048.71146435453
32256,2012,5250,18310.015800010962
32256,2013,5232,18519.79093264845
32256,2014,5321,18661.00436836801
32256,2015,5335,18743.480881645373
32256,2016,5312,18949.959716116016
32256,2017,5346,19284.850355405913
32256,2018,5277,19906.660981618345
32256,2019,5377,20076.5612795239
32296,2004,3225,13417.368372093024
32296,2005,3248,13828.31619458128
32296,2006,3264,14315.774662990196
32296,2007,3371,14946.97700978938
32296,2008,3601,15399.84254373785
32296,2009,3702,15579.585224203134
32296,2010,3734,15893.975093733263
32296,2011,3831,16779.83933698773
32296,2012,3940,18026.3162332211
32296,2013,3995,18302.199140730467
32296,2014,4037,18274.14262060735
32296,2015,4003,18704.248414767255
32296,2016,3936,18981.209443925443
32296,2017,4027,19373.2108269183
32296,2018,3854,19861.478982874934
32296,2019,4064,19987.133366141734
32319,2004,1871,13410.503206841262
32319,2005,1891,13801.397408778425
32319,2006,1890,14636.883862433862
32319,2007,1940,14923.382474226804
32319,2008,1985,15218.544080604534
32319,2009,2005,15465.889027431422
32319,2010,2049,15945.515373352855
32319,2011,2061,16417.448326055313
32319,2012,2086,17760.24255553224
32319,2013,2098,18075.679049964445
32319,2014,2145,18017.36156373541
32319,2015,2157,18289.064910143774
32319,2016,2106,18297.021092668794
32319,2017,2128,18478.063909774435
32319,2018,2065,18874.68280871671
32319,2019,2067,19254.4412191582
32344,2004,1986,13791.763595166163
32344,2005,1960,14217.390816326531
32344,2006,2018,14890.148166501487
32344,2007,2074,15302.897299903569
32344,2008,2078,15907.373917228104
32344,2009,2108,16375.166982922201
32344,2010,2124,16701.9343220339
32344,2011,2114,17245.344843897823
32344,2012,2156,18354.690416467605
32344,2013,2120,18853.449897098435
32344,2014,2147,18862.48410299483
32344,2015,2152,18812.67638850899
32344,2016,2188,19189.734615552028
32344,2017,2218,19405.369702434626
32344,2018,2171,19662.261630584984
32344,2019,2200,19987.222727272725
32410,2004,1540,14351.249025974026
32410,2005,1569,15471.926067558954
32410,2006,1607,15974.549471064092
32410,2007,1708,16913.140515222483
32410,2008,1791,17816.152987158013
32410,2009,1829,18479.602515035538
32410,2010,1850,19005.064324324325
32410,2011,1937,19461.78652555498
32410,2012,1986,20745.128810857394
32410,2013,2011,21239.85679219776
32410,2014,2033,21163.81240840826
32410,2015,2048,21232.274342309764
32410,2016,2091,21526.329626798375
32410,2017,2025,21629.733333333334
32410,2018,2083,22502.789246279404
32410,2019,2119,22282.326569136385
32462,2004,4254,13492.374941231783
32462,2005,4241,14058.619665173308
32462,2006,4317,14816.32823720176
32462,2007,4506,15690.806702174878
32462,2008,4785,16073.909090909092
32462,2009,4813,16236.56731768128
32462,2010,4853,16529.41469194313
32462,2011,4814,17241.568965517243
32462,2012,4919,18274.789714321956
32462,2013,4935,18706.99873827694
32462,2014,4915,18691.80852313915
32462,2015,4908,18904.68781209169
32462,2016,4845,18909.429307910297
32462,2017,4827,19451.36109384711
32462,2018,4866,20048.980682285244
32462,2019,4727,20227.50158663
33003,2004,4779,15532.014438166982
33003,2005,4869,15896.48932018895
33003,2006,4912,16469.86767100977
33003,2007,5028,17425.150357995226
33003,2008,5277,17881.817130945616
33003,2009,5317,17948.02012413015
33003,2010,5469,18145.236606326565
33003,2011,5666,18563.320508295095
33003,2012,5927,19068.86614926044
33003,2013,6166,19212.25719382793
33003,2014,6326,19365.147075561174
33003,2015,6539,19227.48126624866
33003,2016,6769,19490.284959209468
33003,2017,6931,19852.594142259415
33003,2018,6956,20503.736342725704
33003,2019,7227,20624.015497440156
33005,2004,7301,18007.625119846598
33005,2005,7504,18739.828558102345
33005,2006,7721,19443.0793938609
33005,2007,8105,20175.679086983342
33005,2008,8342,20844.595900263725
33005,2009,8400,21109.239999999998
33005,2010,8566,21812.631683399486
33005,2011,8721,22600.00309597523
33005,2012,8878,22582.652842231746
33005,2013,9133,23175.68055592264
33005,2014,9232,23301.02747689197
33005,2015,9419,23312.78840641257
33005,2016,9647,23876.601513423862
33005,2017,9781,24254.829772006953
33005,2018,10001,25023.106689331067
33005,2019,10189,25364.544116203746
33009,2004,6864,17632
33009,2005,6786,18518
33009,2006,6843,19387
33009,2007,6939,20061
33009,2008,6949,20606.5
33009,2009,6931,21081.5
33009,2010,6905,21724
33009,2011,6900,22216
33009,2012,6803,22499.2
33009,2013,6876,22954.4444444444
33009,2014,6797,23297.33333333333
33009,2015,6829,24034.5
33009,2016,6839,24167.916666666668
33009,2017,6849,24750
33009,2018,6979,24920
33009,2019,7052,25610
33011,2004,2411,17418
33011,2005,2435,18093
33011,2006,2511,18822
33011,2007,2612,19434
33011,2008,2654,20291
33011,2009,2720,20444
33011,2010,2835,20654
33011,2011,2948,21192
33011,2012,2962,22041.3333333333
33011,2013,3014,22322.8571428571
33011,2014,3109,22618.387096774197
33011,2015,3175,22543
33011,2016,3213,22944
33011,2017,3302,23170
33011,2018,3351,23890
33011,2019,3369,24030
33013,2004,5154,19575.608071400853
33013,2005,5245,20129.716491897045
33013,2006,5386,20610.271444485705
33013,2007,5783,21040.55628566488
33013,2008,5949,21949.701126239706
33013,2009,6217,22136.70460028953
33013,2010,6388,22658.321540388228
33013,2011,6536,23066.911566707466
33013,2012,6800,22674.381449579818
33013,2013,6993,22983.821940988633
33013,2014,7179,23228.428092518523
33013,2015,7456,23090.565808297568
33013,2016,7578,23407.490440163045
33013,2017,7754,23656.623678101627
33013,2018,7953,24270.446372438077
33013,2019,8189,24368.964464525583
33036,2004,9477,14231.101297879075
33036,2005,9666,14568.573194703082
33036,2006,9899,15096.462470956661
33036,2007,10255,15696.160750853243
33036,2008,10638,16327.879206617785
33036,2009,10702,16547.07849000187
33036,2010,10923,17023.982239311546
33036,2011,11186,17307.76604684427
33036,2012,11342,18313.81185124646
33036,2013,11451,18828.096413028798
33036,2014,11481,18926.343863624686
33036,2015,11621,19064.429744060963
33036,2016,11663,19204.039273108847
33036,2017,11848,19444.4446320054
33036,2018,11872,20068.480458221024
33036,2019,12128,20334.605870712403
33039,2004,10414,15881
33039,2005,10588,16452
33039,2006,10611,16927
33039,2007,10986,17507
33039,2008,11189,18177
33039,2009,11240,18711
33039,2010,11412,19092
33039,2011,11593,19423.5
33039,2012,11715,19520
33039,2013,11890,19872.8571428571
33039,2014,12035,20253.33333333333
33039,2015,12320,20484
33039,2016,12719,20688
33039,2017,13195,21050
33039,2018,13452,21570
33039,2019,13721,22000
33051,2004,8479,16271.2496756693
33051,2005,8847,16937.45766926642
33051,2006,9180,17566.555446623093
33051,2007,9684,18170.53903345725
33051,2008,10269,18866.55438698997
33051,2009,10610,19210.69688972667
33051,2010,11048,19720.006788559018
33051,2011,11719,20192.01083710214
33051,2012,11959,20847.007293553197
33051,2013,12363,21311.87734907926
33051,2014,12726,21446.70819581958
33051,2015,13140,21408.132041879984
33051,2016,13584,21886.235295007322
33051,2017,13987,22383.0800028598
33051,2018,14520,22976.757575757576
33051,2019,14956,23228.089061246323
33056,2004,5642,17943
33056,2005,5677,18478
33056,2006,5717,18951
33056,2007,5941,19535
33056,2008,6030,20172
33056,2009,6150,20366
33056,2010,6220,20859
33056,2011,6259,21545
33056,2012,6212,21652.6666666667
33056,2013,6311,22115.5555555556
33056,2014,6348,22356.666666666668
33056,2015,6346,22527.69230769231
33056,2016,6544,22564.583333333336
33056,2017,6771,22880
33056,2018,6951,23310
33056,2019,7124,23610
33058,2004,6846,14098.345165059889
33058,2005,7004,14757.621287835524
33058,2006,7179,15232.826647165344
33058,2007,7514,15718.776750066543
33058,2008,7772,15995.174279464745
33058,2009,7917,16327.108816470885
33058,2010,7910,16699.824525916563
33058,2011,7986,17272.743300776358
33058,2012,7943,18467.51872409239
33058,2013,7994,18947.74701701825
33058,2014,8023,19271.374879214458
33058,2015,8051,19282.909434860594
33058,2016,8075,19475.495220403292
33058,2017,8124,19665.16125061546
33058,2018,8089,20231.058227222155
33058,2019,8366,20287.50298828592
33063,2004,106093,16477
33063,2005,106890,16977
33063,2006,107729,17505
33063,2007,110762,18221
33063,2008,111575,18901
33063,2009,111702,19227
33063,2010,112142,19700
33063,2011,112911,20251
33063,2012,109968,20561
33063,2013,110944,20865
33063,2014,111945,21096.666666666668
33063,2015,112700,21404
33063,2016,114042,21752.33333333333
33063,2017,117025,22170
33063,2018,115865,23070
33063,2019,118706,23360
33067,2004,4166,13868.21363418147
33067,2005,4180,14378.06519138756
33067,2006,4233,15167.460666194189
33067,2007,4364,15745.428964252978
33067,2008,4477,16317.431538976993
33067,2009,4522,16597.7527642636
33067,2010,4596,16971.637510879027
33067,2011,4660,17300.698712446352
33067,2012,4648,18717.02913023331
33067,2013,4645,19091.51904260481
33067,2014,4638,19397.096256050976
33067,2015,4747,19364.339609631992
33067,2016,4749,19798.168059641182
33067,2017,4799,20076.476349239423
33067,2018,4747,20650.623551716875
33067,2019,4903,20747.605547623905
33069,2004,10506,18823
33069,2005,10490,19467
33069,2006,10545,20172
33069,2007,10908,21119
33069,2008,11046,21705
33069,2009,11094,21965
33069,2010,11060,22481
33069,2011,11177,22993
33069,2012,11123,23032.5
33069,2013,11179,23448
33069,2014,11180,23610.666666666668
33069,2015,11234,23796.8
33069,2016,11454,24144
33069,2017,11594,24730
33069,2018,11502,25180
33069,2019,11755,25690
33075,2004,4866,18067
33075,2005,4994,18801
33075,2006,5285,19151
33075,2007,5720,20050
33075,2008,6053,20960
33075,2009,6254,21390
33075,2010,6480,21949
33075,2011,6948,22166
33075,2012,7362,21812
33075,2013,7543,22259.0476190476
33075,2014,7713,22616
33075,2015,7846,22690
33075,2016,8043,22912.083333333336
33075,2017,8563,23060
33075,2018,8877,23780
33075,2019,9207,23990
33081,2004,5288,14213.640412254159
33081,2005,5393,14961.23956981272
33081,2006,5498,15633.662240814841
33081,2007,5799,15980.646145887222
33081,2008,5940,16720.276094276094
33081,2009,6032,17053.285394562332
33081,2010,6139,17443.58763642287
33081,2011,6167,17807.316523431167
33081,2012,6153,18922.874890356936
33081,2013,6202,19289.299705349113
33081,2014,6261,19533.339743892022
33081,2015,6286,19587.970944493787
33081,2016,6330,19788.36710509599
33081,2017,6389,20151.504147753953
33081,2018,6391,20618.587075575026
33081,2019,6432,20976.077425373136
33090,2004,1874,19224.5
33090,2005,1919,19534
33090,2006,1921,20284
33090,2007,1993,20955
33090,2008,1985,21719
33090,2009,2024,22301
33090,2010,2050,22995
33090,2011,2106,23466
33090,2012,2122,23138.0952380952
33090,2013,2161,23585.3333333333
33090,2014,2206,23736.666666666668
33090,2015,2300,23536.666666666668
33090,2016,2336,23678.571428571428
33090,2017,2523,24210
33090,2018,2610,24610
33090,2019,2634,24880
33096,2004,5167,15887.386297658217
33096,2005,5227,16253.045341496078
33096,2006,5282,16822.99952669443
33096,2007,5513,17282.597678215127
33096,2008,5624,17975.484352773827
33096,2009,5630,18285.116607460033
33096,2010,5760,18630.530555555553
33096,2011,5824,18962.235576923078
33096,2012,5858,19447.702183561705
33096,2013,5926,19871.448138148255
33096,2014,6003,19940.021809608013
33096,2015,6316,19639.50707198649
33096,2016,6388,19900.754957211437
33096,2017,6507,20324.215460273554
33096,2018,6529,20927.276765201408
33096,2019,6577,21082.610612741373
33104,2004,4755,15221.642271293376
33104,2005,4849,16059.063312023098
33104,2006,4977,16714.586096041792
33104,2007,5269,17429.61368381097
33104,2008,5490,18163.667395264118
33104,2009,5686,18712.494372142104
33104,2010,5864,18890.45361527967
33104,2011,5977,19617.372762255312
33104,2012,6050,20110.61748472083
33104,2013,6267,20588.517818474957
33104,2014,6374,20837.6046139824
33104,2015,6529,21019.44244444482
33104,2016,6712,21393.31932111522
33104,2017,6862,21683.545613523755
33104,2018,6904,22462.521726535342
33104,2019,7108,22562.502813731007
33108,2004,9319,13095.43690310119
33108,2005,9492,13453.769648124737
33108,2006,9541,13898.237448904727
33108,2007,9941,14531.054169600644
33108,2008,10100,15221.51301980198
33108,2009,10246,15354.694758930314
33108,2010,10295,15738.182515784361
33108,2011,10423,16246.487239758228
33108,2012,10319,17582.106206416047
33108,2013,10198,17932.639071610574
33108,2014,10198,18152.33249288627
33108,2015,10150,18193.68141427234
33108,2016,10129,18725.121757533878
33108,2017,10228,18749.012514665625
33108,2018,10247,19463.65375231775
33108,2019,10262,19522.716819333462
33119,2004,8861,12229
33119,2005,8783,12628
33119,2006,8740,12978
33119,2007,8978,13455
33119,2008,9088,13759
33119,2009,9100,13849.5
33119,2010,9100,14171
33119,2011,9169,14419
33119,2012,9297,15970.4444444444
33119,2013,9642,16352.6666666667
33119,2014,9904,16413.5
33119,2015,10253,16406
33119,2016,10629,16621.03448275862
33119,2017,10978,16890
33119,2018,11468,17480
33119,2019,11658,17940
33122,2004,6220,21462
33122,2005,6297,22138
33122,2006,6287,22779
33122,2007,6504,23508
33122,2008,6591,24386
33122,2009,6678,24606
33122,2010,6750,25089
33122,2011,6817,25932
33122,2012,6828,25747.8260869565
33122,2013,6901,26038.8
33122,2014,6928,26327.5
33122,2015,7063,26222.5
33122,2016,7136,26288.666666666668
33122,2017,7190,26640
33122,2018,7231,27260
33122,2019,7330,27550
33123,2004,6884,12958.323285880302
33123,2005,7094,13560.4080208627
33123,2006,7335,14191.004362644855
33123,2007,7937,14805.773340052916
33123,2008,8269,15511.188414560407
33123,2009,8450,15928.026449704143
33123,2010,8638,16384.70270896041
33123,2011,8871,16685.03460714688
33123,2012,8886,18270.26388378042
33123,2013,9023,18557.70315766293
33123,2014,9102,18829.852870640676
33123,2015,9274,18766.780367438412
33123,2016,9401,19203.210224778282
33123,2017,9523,19455.793342434106
33123,2018,9480,20070.210970464137
33123,2019,9859,20285.58373060148
33138,2004,8668,13747.346908167974
33138,2005,8913,14203.992258498824
33138,2006,9093,14697.03040800616
33138,2007,9594,15093.018553262456
33138,2008,9723,15637.891545819191
33138,2009,9782,15866.343079124923
33138,2010,9861,16214.801034377853
33138,2011,10028,16629.568508177104
33138,2012,9994,17734.340770831303
33138,2013,10035,18256.004662617237
33138,2014,10168,18553.648456440827
33138,2015,10174,18519.692511232053
33138,2016,10277,18675.201006253756
33138,2017,10350,18899.89371980676
33138,2018,10441,19427.280911790058
33138,2019,10470,19752.92454632283
33140,2004,6806,15560.047017337643
33140,2005,6969,16102.505309226575
33140,2006,7088,16786.780544582394
33140,2007,7551,17376.110051648786
33140,2008,7842,18220.16194848253
33140,2009,8019,18589.418817807706
33140,2010,8208,19115.651376705653
33140,2011,8529,19565.244929065542
33140,2012,8646,20163.829139002282
33140,2013,8775,20600.39571953404
33140,2014,8955,20886.827169772452
33140,2015,9133,20855.268142302728
33140,2016,9334,21082.029250574313
33140,2017,9486,21560.18448239511
33140,2018,9651,22322.967568127657
33140,2019,9836,22463.703741358277
33162,2004,7169,17535
33162,2005,7174,18139.5
33162,2006,7262,18822
33162,2007,7594,19277
33162,2008,7729,19973
33162,2009,7927,20389
33162,2010,8182,20709
33162,2011,8764,20969
33162,2012,9064,20730.9523809524
33162,2013,9241,21225.4615384615
33162,2014,9663,21184
33162,2015,9890,21342
33162,2016,10130,21493.809523809523
33162,2017,10437,21800
33162,2018,10527,22530
33162,2019,10780,22730
33167,2004,7275,14773.616494845362
33167,2005,7291,15396.626937319983
33167,2006,7341,15995.207601144257
33167,2007,7528,16486.706562167907
33167,2008,7514,17144.280676071332
33167,2009,7638,17430.400235663787
33167,2010,7701,17987.90611608882
33167,2011,7849,18329.874761116065
33167,2012,7991,19339.02402703041
33167,2013,8379,19584.775115484048
33167,2014,8567,19781.216248765566
33167,2015,8634,19735.182244614316
33167,2016,8882,19843.6812429633
33167,2017,8936,20111.64055505819
33167,2018,8935,20765.45607162843
33167,2019,9106,21027.07884911048
33192,2004,8906,19636
33192,2005,9006,20097
33192,2006,9037,20823
33192,2007,9280,21274
33192,2008,9455,22043
33192,2009,9541,22503
33192,2010,9612,22850
33192,2011,9899,23010
33192,2012,10040,22832.1428571429
33192,2013,10265,23297
33192,2014,10415,23276.774193548383
33192,2015,10367,23556.785714285717
33192,2016,10555,23549.5
33192,2017,10841,23800
33192,2018,10923,24250
33192,2019,11024,24820
33199,2004,7161,17320
33199,2005,7341,18002
33199,2006,7526,18676.5
33199,2007,7991,19216
33199,2008,8330,19773
33199,2009,8639,20203
33199,2010,8830,20719
33199,2011,9101,21431
33199,2012,9087,21480.5555555556
33199,2013,9250,21956.6666666667
33199,2014,9391,22055.23809523809
33199,2015,9511,22410.4
33199,2016,9761,22623
33199,2017,9974,23160
33199,2018,10188,23710
33199,2019,10417,24200
33200,2004,3203,19961
33200,2005,3246,20328
33200,2006,3307,20959
33200,2007,3399,21637
33200,2008,3456,22239
33200,2009,3555,22754
33200,2010,3831,22586
33200,2011,3991,22856
33200,2012,4123,22838
33200,2013,4429,23129.3333333333
33200,2014,4620,23201
33200,2015,4782,23010.666666666668
33200,2016,4935,23504.666666666668
33200,2017,5011,23710
33200,2018,5043,24670
33200,2019,5264,24780
33213,2004,3630,18949.826033057852
33213,2005,3764,19600.02895855473
33213,2006,3843,20434.434556336197
33213,2007,4115,21079.648602673147
33213,2008,4213,21883.83479705673
33213,2009,4304,22243.7843866171
33213,2010,4396,22787.606005459507
33213,2011,4536,23398.438932980596
33213,2012,4765,23613.51524175952
33213,2013,4971,23899.349679791114
33213,2014,5113,24140.360767501035
33213,2015,5276,24119.913434669954
33213,2016,5400,24444.58288271605
33213,2017,5574,24864.655543595265
33213,2018,5714,25627.857892894644
33213,2019,5905,26114.50465707028
33214,2004,3134,16105.091257179323
33214,2005,3278,16778.263880414885
33214,2006,3387,17484.12813699439
33214,2007,3617,17988.804810616533
33214,2008,3743,18829.93026983703
33214,2009,3844,19028.838189386057
33214,2010,3896,19703.1727412731
33214,2011,3989,20330.540737026826
33214,2012,4025,20899.67437641721
33214,2013,4114,21369.191610528498
33214,2014,4208,21533.50249829385
33214,2015,4281,21701.081979452756
33214,2016,4293,22026.7977068613
33214,2017,4435,22610.62683201804
33214,2018,4560,23400.68201754386
33214,2019,4755,23519.98107255521
33227,2004,11573,14764.308908666724
33227,2005,11931,15285.867571871595
33227,2006,12462,15799.736077676136
33227,2007,13321,16310.354628030927
33227,2008,13626,16946.75436665199
33227,2009,13880,17192.5
33227,2010,14028,17648.53599942971
33227,2011,14204,17935.466558715856
33227,2012,14157,18765.63136143642
33227,2013,14306,19194.5877976626
33227,2014,14453,19325.56383052602
33227,2015,14610,19415.56636474293
33227,2016,14658,19745.794113843625
33227,2017,14936,19945.414434922335
33227,2018,15086,20592.068805515046
33227,2019,15182,20769.087076801476
33234,2004,10028,18393.838801356203
33234,2005,10234,18793.2634356068
33234,2006,10738,19603.257403613337
33234,2007,11261,20435.23199538229
33234,2008,11526,21156.49041297935
33234,2009,11793,21654.037310268803
33234,2010,11967,22024.064928553522
33234,2011,12076,22683.09547863531
33234,2012,12108,22982.970815107547
33234,2013,12299,23393.665079995157
33234,2014,12438,23495.913692155653
33234,2015,12681,23463.860516755343
33234,2016,12901,23776.835380661916
33234,2017,13098,24236.494884715223
33234,2018,13391,24729.265924874915
33234,2019,13664,25065.405444964872
33236,2004,4381,17142.709427071444
33236,2005,4426,17509.877993673745
33236,2006,4628,18126.166810717372
33236,2007,4833,18866.48603351955
33236,2008,4978,19517.405383688227
33236,2009,5089,19962.923167616427
33236,2010,5200,20588.42846153846
33236,2011,5363,21186.34924482566
33236,2012,5406,21843.46401118097
33236,2013,5447,22069.707239459036
33236,2014,5637,22056.188507252904
33236,2015,5797,22236.607472255764
33236,2016,5920,22581.69189189189
33236,2017,5996,23423.549032688457
33236,2018,6005,24485.715237302247
33236,2019,6113,24658.701128742025
33238,2004,4046,19639.32179930796
33238,2005,4118,20301.684677027682
33238,2006,4166,20853.0624099856
33238,2007,4301,21521.313647988838
33238,2008,4391,22457.91323161011
33238,2009,4523,22879.487287198765
33238,2010,4692,23263.7084398977
33238,2011,4908,23752.46454767726
33238,2012,4977,23994.0625008372
33238,2013,5090,24560.63163064833
33238,2014,5205,24807.17995517131
33238,2015,5341,24691.438744305062
33238,2016,5454,25210.763703987148
33238,2017,5516,25493.79622915156
33238,2018,5607,26365.62332798288
33238,2019,5732,26331.346824842985
33240,2004,8381,13556.043312253909
33240,2005,8659,14196.464545559535
33240,2006,8869,14771.363513361146
33240,2007,9242,15361.878489504435
33240,2008,9579,15833.949994780249
33240,2009,9769,16174.07237178831
33240,2010,10002,16519.637372525496
33240,2011,10265,16960.29926936191
33240,2012,10367,17961.462349342946
33240,2013,10412,18661.73813456389
33240,2014,10585,18700.61885906362
33240,2015,10760,18777.293684636374
33240,2016,10875,19209.158614102045
33240,2017,11039,19483.16514177009
33240,2018,11037,20146.451028359155
33240,2019,11411,20230.750153360794
33243,2004,22060,15181.3842475068
33243,2005,22293,15602.04288341632
33243,2006,22798,16105.474142468638
33243,2007,23790,16659.689596469107
33243,2008,24208,17292.994010244547
33243,2009,24441,17350.559449286036
33243,2010,24861,17682.339728892643
33243,2011,24995,18235.094198839768
33243,2012,24743,18963.238633907327
33243,2013,25007,19315.74152437508
33243,2014,25147,19428.549149291066
33243,2015,25266,19626.62352386296
33243,2016,25595,19843.990552829047
33243,2017,25907,20079.320646929402
33243,2018,26002,20651.03145911853
33243,2019,26086,20864.019397377906
33249,2004,8007,11267.5
33249,2005,7919,11860
33249,2006,7941,12198
33249,2007,8112,12628
33249,2008,8024,12977.5
33249,2009,8016,13121
33249,2010,8040,13402
33249,2011,8350,13696
33249,2012,8198,15651.25
33249,2013,8336,15921.7777777778
33249,2014,8646,15983.461538461535
33249,2015,9020,15768.095238095237
33249,2016,9441,16166
33249,2017,9689,16320
33249,2018,9617,16950
33249,2019,9938,17170
33273,2004,2110,20926
33273,2005,2117,21558
33273,2006,2177,22383
33273,2007,2285,22782
33273,2008,2410,23460
33273,2009,2446,24074
33273,2010,2531,24372
33273,2011,2567,24873
33273,2012,2614,24734.6666666667
33273,2013,2639,25072.5
33273,2014,2668,25298.07692307692
33273,2015,2737,25238
33273,2016,2793,25667.14285714285
33273,2017,2852,26040
33273,2018,2926,26780
33273,2019,3010,26800
33281,2004,27935,17596
33281,2005,28061,18179.5
33281,2006,28252,18810.5
33281,2007,29248,19393
33281,2008,29483,20054
33281,2009,29598,20476
33281,2010,29875,20954
33281,2011,30479,21369
33281,2012,30485,21305.2380952381
33281,2013,30949,21636
33281,2014,31334,21808
33281,2015,31537,21944
33281,2016,32203,22256.666666666664
33281,2017,32689,22540
33281,2018,33217,23320
33281,2019,34730,23640
33289,2004,1703,13117.856723429242
33289,2005,1724,13293.835266821345
33289,2006,1757,13871.11610700057
33289,2007,1844,14181.112798264641
33289,2008,1850,14923.192972972973
33289,2009,1878,14672.72310969116
33289,2010,1883,14925.674190122145
33289,2011,1969,15950.31030980193
33289,2012,1984,17090.082118210343
33289,2013,1962,17626.56350401817
33289,2014,2009,17875.73172191666
33289,2015,1989,17933.65861697647
33289,2016,2027,18805.269365445256
33289,2017,2069,18785.9255679072
33289,2018,2031,19199.02018709995
33289,2019,2045,19012.166259168705
33312,2004,8225,16224.183465045591
33312,2005,8361,16835.70822868078
33312,2006,8640,17479.258680555555
33312,2007,9117,18234.535592848526
33312,2008,9388,19117.103003834683
33312,2009,9741,19397.11487526948
33312,2010,9824,19841.044075732898
33312,2011,10020,20277.715568862277
33312,2012,10239,20627.343925926063
33312,2013,10507,21070.486405099953
33312,2014,10764,21173.57339125203
33312,2015,10917,21201.420275115
33312,2016,11241,21440.818299544168
33312,2017,11581,21831.967878421554
33312,2018,11742,22403.869017203204
33312,2019,12234,22725.54274971391
33314,2004,6697,14358.032850530088
33314,2005,6807,15067.28676362568
33314,2006,6878,15512.239677231753
33314,2007,7160,16046.642877094973
33314,2008,7355,16533.432222977564
33314,2009,7526,16982.778501195855
33314,2010,7586,17525.196941734775
33314,2011,7729,17843.95549230172
33314,2012,7773,18784.768065689314
33314,2013,7806,19207.054739041858
33314,2014,7903,19247.423487564498
33314,2015,7928,19211.745922933733
33314,2016,7978,19436.07233315989
33314,2017,8088,19661.322947576657
33314,2018,8119,20409.61325286365
33314,2019,8270,20588.817412333738
33318,2004,21909,18134.5
33318,2005,22057,18588
33318,2006,22172,19129
33318,2007,22963,19760
33318,2008,23129,20429
33318,2009,23257,20867
33318,2010,23573,21404
33318,2011,23672,21928
33318,2012,23803,22077
33318,2013,24115,22490.5
33318,2014,24245,22639.666666666664
33318,2015,24463,22743.33333333333
33318,2016,24838,23019.33333333333
33318,2017,25252,23300
33318,2018,25280,24100
33318,2019,25930,24520
33327,2004,3035,15500.779077429983
33327,2005,3103,16174.2650660651
33327,2006,3148,16756.073062261752
33327,2007,3331,17234.439807865507
33327,2008,3422,17916.376680303918
33327,2009,3470,18224.570317002883
33327,2010,3559,18912.809497049733
33327,2011,3674,19194.955498094718
33327,2012,3698,19911.910938932913
33327,2013,3780,20427.38620979255
33327,2014,3834,20694.33659642504
33327,2015,3877,20760.2225757294
33327,2016,3877,20995.976616677108
33327,2017,3965,21319.838587641865
33327,2018,3986,22075.85047666834
33327,2019,4082,22135.830475257226
33334,2004,2718,16459.583885209715
33334,2005,2778,16936.347912167028
33334,2006,2816,17579.147017045456
33334,2007,2969,18545.790165038732
33334,2008,3054,19637.99672560576
33334,2009,3133,19704.049154165335
33334,2010,3197,20071.26712543009
33334,2011,3225,20665.892093023256
33334,2012,3242,21276.165787292302
33334,2013,3312,21926.96962759463
33334,2014,3401,21954.90943840047
33334,2015,3430,21942.49612661391
33334,2016,3538,22274.971165666193
33334,2017,3624,22620.093818984547
33334,2018,3631,23373.103828146515
33334,2019,3721,23427.616232195647
33352,2004,5374,13077.15723855601
33352,2005,5456,13562.292430351907
33352,2006,5529,14082.418068366793
33352,2007,5763,14692.523859101162
33352,2008,6008,15061.218874833554
33352,2009,6106,15316.279479200786
