code_tvs,annee,NB_D101,NB_D102,NB_D103,NB_D104,NB_D105,NB_D106,NB_D401
01427,2005,1,0,1,0,0,1,1
01427,2006,1,0,1,0,0,1,1
01427,2007,1,1,1,1,0,0,1
01427,2008,1,1,1,1,0,0,1
01427,2009,1,1,1,1,0,0,1
01427,2010,1,1,1,1,0,0,1
01427,2011,1,1,1,0,0,0,1
01427,2012,1,1,1,1,0,0,1
01427,2013,1,1,1,1,0,0,1
01427,2014,1,1,1,1,0,0,1
01427,2015,1,1,1,1,0,0,1
01427,2016,1,1,1,1,0,0,1
01427,2017,1,1,1,0,0,0,1
01427,2018,1,1,1,0,0,0,1
01427,2019,1,1,1,0,0,0,1
01443,2004,0,0,0,0,0,0,2
01443,2005,0,0,0,0,0,0,2
01443,2006,0,0,0,0,0,0,2
01443,2007,0,0,0,0,0,0,2
01443,2008,0,0,0,0,0,0,2
01443,2009,0,0,0,0,0,0,2
01443,2010,0,0,0,0,0,0,2
01443,2011,0,0,0,0,0,0,2
01443,2012,0,0,0,0,0,0,2
01443,2013,0,0,0,0,0,0,2
01443,2014,0,0,0,0,0,0,2
01443,2015,0,0,0,0,0,0,3
01443,2016,0,0,0,0,0,0,3
01443,2017,0,0,0,0,0,0,3
01443,2018,0,0,0,0,0,0,3
01443,2019,0,0,0,0,0,0,3
01451,2004,2,0,0,0,0,2,1
01451,2005,2,0,0,0,0,2,1
01451,2006,2,0,0,0,0,2,1
01451,2007,1,1,0,0,0,1,3
01451,2008,1,1,0,0,0,1,3
01451,2009,1,1,0,0,0,1,3
01451,2010,1,1,0,0,0,1,4
01451,2011,1,1,0,0,0,1,4
01451,2012,1,1,0,0,0,1,4
01451,2013,1,0,0,0,0,1,4
01451,2014,1,0,0,0,0,1,4
01451,2015,1,0,0,0,0,1,4
01451,2016,1,0,0,0,0,1,4
01451,2017,1,0,0,0,0,1,4
01451,2018,1,0,0,0,0,1,4
01451,2019,0,0,0,0,0,0,4
01457,2007,0,0,0,0,0,0,2
01457,2008,0,0,0,0,0,0,2
01457,2009,0,0,0,0,0,0,2
01457,2010,0,0,0,0,0,0,2
01457,2011,0,0,0,0,0,0,2
01457,2012,0,0,0,0,0,0,2
01457,2013,0,0,0,0,0,0,2
01457,2014,0,0,0,0,0,0,2
01457,2015,0,0,0,0,0,0,2
01457,2016,0,0,0,0,0,0,2
01457,2017,0,0,0,0,0,0,2
01457,2018,0,0,0,0,0,0,2
01457,2019,0,0,0,0,0,0,2
02018,2004,0,0,0,2,0,0,0
02018,2005,0,0,0,2,0,0,0
02018,2006,0,0,0,2,0,0,0
02018,2007,0,0,0,2,0,0,0
02018,2008,0,0,0,2,0,0,0
02018,2009,0,0,0,2,0,0,0
02018,2010,0,0,0,2,0,0,0
02018,2011,0,0,0,2,0,0,0
02018,2012,0,0,0,2,0,0,0
02018,2013,0,0,0,2,0,0,0
02018,2014,0,0,0,2,0,0,0
02018,2015,0,0,0,2,0,0,0
02018,2016,0,0,0,2,0,0,0
02018,2017,0,0,0,2,0,0,0
02018,2018,0,0,0,2,0,0,0
02018,2019,0,0,0,2,0,0,0
02095,2004,2,0,1,0,0,2,3
02095,2005,2,0,1,0,0,2,3
02095,2006,2,0,1,0,0,2,3
02095,2007,0,1,1,0,0,0,3
02095,2008,0,1,1,0,0,0,3
02095,2009,0,1,1,0,0,0,3
02095,2010,0,1,1,0,0,0,3
02095,2011,0,1,1,0,0,0,3
02095,2012,0,1,1,0,0,0,3
02095,2013,0,1,1,0,0,0,3
02095,2014,0,0,1,0,0,0,3
02095,2015,0,0,1,0,0,0,3
02095,2016,0,0,1,0,0,0,3
02095,2017,0,0,1,0,0,0,3
02095,2018,0,0,1,0,0,0,3
02095,2019,0,0,1,0,0,0,3
02141,2004,0,0,0,0,0,0,2
02141,2005,0,0,0,0,0,0,2
02141,2006,0,0,0,0,0,0,2
02141,2007,0,0,0,0,0,0,2
02141,2008,0,0,0,0,0,0,2
02141,2009,0,0,0,0,0,0,2
02141,2010,0,0,0,0,0,0,2
02141,2011,0,0,0,0,0,0,2
02141,2012,0,0,0,0,0,0,2
02141,2013,0,0,0,0,0,0,2
02141,2014,0,0,0,0,0,0,2
02141,2015,0,0,0,0,0,0,2
02141,2016,0,0,0,0,0,0,2
02141,2017,0,0,0,0,0,0,2
02141,2018,0,0,0,0,0,0,2
02141,2019,0,0,0,0,0,0,2
02163,2004,0,0,0,1,0,0,2
02163,2005,0,0,0,1,0,0,2
02163,2006,0,0,0,1,0,0,2
02163,2007,1,1,0,1,0,0,2
02163,2008,1,1,0,1,0,0,2
02163,2009,1,1,0,1,0,0,2
02163,2010,1,1,0,1,0,0,2
02163,2011,1,1,0,1,0,0,2
02163,2012,1,1,0,1,0,0,2
02163,2013,1,1,0,1,0,0,2
02163,2014,1,1,0,1,0,0,2
02163,2015,0,1,0,1,0,0,2
02163,2016,0,1,0,1,0,0,2
02163,2017,0,1,0,1,0,0,2
02163,2018,0,1,0,1,0,0,2
02163,2019,0,1,0,1,0,0,2
02168,2004,2,0,1,1,0,1,5
02168,2005,2,0,1,1,0,1,5
02168,2006,2,0,1,1,0,1,5
02168,2007,2,0,1,1,0,1,6
02168,2008,2,0,1,1,0,1,6
02168,2009,2,0,1,1,0,1,6
02168,2010,2,0,1,1,0,1,5
02168,2011,2,0,1,1,0,1,5
02168,2012,2,0,1,1,0,1,5
02168,2013,2,0,1,1,0,1,5
02168,2014,2,0,1,1,0,1,5
02168,2015,2,0,1,1,0,1,5
02168,2016,1,0,0,1,0,1,6
02168,2017,1,0,0,1,0,1,6
02168,2018,1,0,0,1,0,1,6
02168,2019,1,0,0,1,0,1,6
02173,2004,1,0,1,2,0,1,3
02173,2005,1,0,1,2,0,1,3
02173,2006,1,0,1,2,0,1,3
02173,2007,1,1,1,2,0,1,5
02173,2008,1,1,1,2,0,0,3
02173,2009,1,1,1,2,0,1,3
02173,2010,1,1,1,2,0,1,3
02173,2011,1,1,1,2,0,1,3
02173,2012,1,1,1,2,0,1,3
02173,2013,1,1,1,2,0,1,3
02173,2014,1,1,1,2,0,1,3
02173,2015,1,1,1,2,0,1,3
02173,2016,1,1,1,2,0,1,3
02173,2017,1,1,1,2,0,1,3
02173,2018,1,1,1,2,0,1,3
02173,2019,1,1,1,2,0,1,3
02305,2004,0,0,0,0,0,0,2
02305,2005,0,0,0,0,0,0,2
02305,2006,0,0,0,0,0,0,2
02305,2007,0,0,0,0,0,0,2
02305,2008,0,0,0,0,0,0,2
02305,2009,0,0,0,0,0,0,2
02305,2010,0,0,0,0,0,0,2
02305,2011,0,0,0,0,0,0,2
02305,2012,0,0,0,0,0,0,2
02305,2013,0,0,0,0,0,0,2
02305,2014,0,0,0,0,0,0,2
02305,2015,0,0,0,0,0,0,2
02305,2016,0,0,0,0,0,0,2
02305,2017,0,0,0,0,0,0,2
02305,2018,0,0,0,0,0,0,2
02305,2019,0,0,0,0,0,0,2
02340,2013,0,0,0,0,0,0,0
02340,2014,0,0,0,0,0,0,0
02340,2015,0,0,0,0,0,0,0
02340,2016,0,0,0,0,0,0,0
02340,2017,0,0,0,0,0,0,0
02340,2018,0,0,0,0,0,0,0
02340,2019,0,0,0,0,0,0,0
02361,2004,1,0,1,0,0,1,2
02361,2005,1,0,1,0,0,1,2
02361,2006,1,0,1,0,0,1,2
02361,2007,1,1,1,0,0,0,3
02361,2008,1,1,1,0,0,0,3
02361,2009,1,1,1,0,0,1,3
02361,2010,1,1,1,0,0,1,3
02361,2011,1,1,1,0,0,1,3
02361,2012,1,1,1,0,0,1,3
02361,2013,1,1,1,0,0,1,3
02361,2014,1,1,1,0,0,1,3
02361,2015,1,1,1,0,0,1,3
02361,2016,1,1,1,0,0,1,3
02361,2017,1,1,1,0,0,1,3
02361,2018,1,1,1,0,0,0,3
02361,2019,1,1,1,0,0,1,3
02381,2004,1,0,0,1,0,1,4
02381,2005,1,0,0,1,0,1,4
02381,2006,1,0,0,1,0,1,4
02381,2007,1,0,0,1,0,1,4
02381,2008,1,0,0,1,0,1,4
02381,2009,1,1,0,2,0,1,4
02381,2010,1,1,0,2,0,1,4
02381,2011,1,1,0,2,0,1,4
02381,2012,1,1,0,2,0,1,4
02381,2013,1,1,0,2,0,1,4
02381,2014,1,1,0,2,0,1,4
02381,2015,1,1,0,2,0,1,6
02381,2016,1,1,0,2,0,1,6
02381,2017,1,1,0,2,0,1,6
02381,2018,1,1,0,2,0,1,6
02381,2019,1,1,0,2,0,1,6
02408,2004,4,0,1,3,0,3,6
02408,2005,4,0,1,3,0,3,6
02408,2006,4,0,1,3,0,3,6
02408,2007,2,2,1,3,0,1,7
02408,2008,2,2,1,3,0,1,7
02408,2009,2,2,1,3,0,1,7
02408,2010,2,2,1,3,0,1,7
02408,2011,1,2,1,3,0,1,7
02408,2012,1,2,1,3,0,1,7
02408,2013,1,1,1,3,0,1,7
02408,2014,1,1,1,3,0,1,7
02408,2015,1,1,1,3,0,1,7
02408,2016,1,1,1,3,0,1,6
02408,2017,1,1,1,3,0,1,6
02408,2018,1,2,1,3,0,1,6
02408,2019,1,2,1,3,0,1,6
02468,2004,0,0,0,0,0,0,1
02468,2005,0,0,0,0,0,0,1
02468,2006,0,0,0,0,0,0,1
02468,2007,0,0,0,0,0,0,1
02468,2008,0,0,0,0,0,0,1
02468,2009,0,0,0,0,0,0,1
02468,2010,0,0,0,0,0,0,1
02468,2011,0,0,0,0,0,0,1
02468,2012,0,0,0,0,0,0,1
02468,2013,0,0,0,0,0,0,1
02468,2014,0,0,0,0,0,0,1
02468,2015,0,0,0,0,0,0,1
02468,2016,0,0,0,0,0,0,1
02468,2017,0,0,0,0,0,0,1
02468,2018,0,0,0,0,0,0,1
02468,2019,0,0,0,0,0,0,1
02558,2004,1,0,1,0,0,1,1
02558,2005,1,0,1,0,0,1,1
02558,2006,1,0,1,0,0,1,1
02558,2007,1,1,1,0,0,0,1
02558,2008,1,1,1,0,0,0,1
02558,2009,1,1,1,0,0,0,1
02558,2010,1,1,1,0,0,0,1
02558,2011,1,1,0,0,0,0,1
02558,2012,1,1,0,0,0,0,1
02558,2013,1,1,0,0,0,0,1
02558,2014,1,1,0,0,0,0,1
02558,2015,1,1,0,0,0,0,1
02558,2016,1,1,0,0,0,0,1
02558,2017,1,1,0,0,0,0,1
02558,2018,1,1,0,0,0,0,1
02558,2019,1,1,0,0,0,0,1
02691,2004,6,0,1,2,0,2,10
02691,2005,6,0,1,2,0,2,9
02691,2006,6,0,1,2,0,2,9
02691,2007,2,1,1,3,0,2,12
02691,2008,2,1,1,3,0,1,10
02691,2009,2,2,1,3,0,2,10
02691,2010,2,2,1,3,0,2,12
02691,2011,2,2,1,3,0,2,10
02691,2012,2,2,1,3,0,2,10
02691,2013,2,2,1,3,0,2,10
02691,2014,2,2,1,3,0,2,10
02691,2015,2,1,1,3,0,2,11
02691,2016,2,1,1,3,0,2,11
02691,2017,2,1,1,3,0,2,11
02691,2018,2,1,1,3,0,2,11
02691,2019,2,1,1,3,0,2,11
02722,2004,5,1,1,3,0,1,7
02722,2005,5,1,1,3,0,1,6
02722,2006,5,1,1,3,0,1,6
02722,2007,2,1,1,4,0,1,10
02722,2008,3,1,1,4,0,1,11
02722,2009,2,1,1,4,0,1,11
