code_tvs,annee,nb_morts,nb_morts_jeunes,nb_morts_vieux,age_moyen_deces,libelle_tvs
01004,2004,175,23,98,77.36,Ambérieu-en-Bugey
01004,2005,211,23,121,78.98151658767773,Ambérieu-en-Bugey
01004,2006,224,28,120,77.12857142857143,Ambérieu-en-Bugey
01004,2007,214,29,116,77.146261682243,Ambérieu-en-Bugey
01004,2008,234,33,135,76.51153846153846,Ambérieu-en-Bugey
01004,2009,242,31,164,79.57561983471075,Ambérieu-en-Bugey
01004,2010,223,21,155,81.09775784753363,Ambérieu-en-Bugey
01004,2011,222,34,131,78.95225225225225,Ambérieu-en-Bugey
01004,2012,299,33,203,81.18327759197325,Ambérieu-en-Bugey
01004,2013,286,26,194,81.74125874125875,Ambérieu-en-Bugey
01004,2014,274,26,191,81.41058394160584,Ambérieu-en-Bugey
01004,2015,277,17,204,83.62599277978339,Ambérieu-en-Bugey
01004,2016,307,22,219,82.30260586319218,Ambérieu-en-Bugey
01004,2017,313,29,219,81.93418530351438,Ambérieu-en-Bugey
01004,2018,295,21,222,83.54576271186441,Ambérieu-en-Bugey
01004,2019,313,12,226,84.29169329073483,Ambérieu-en-Bugey
01033,2004,64,16,30,72.671875,Valserhône
01033,2005,74,22,32,70.85675675675675,Valserhône
01033,2006,95,23,50,73.39157894736842,Valserhône
01033,2007,72,10,42,79.00138888888888,Valserhône
01033,2008,77,15,48,76.93116883116883,Valserhône
01033,2009,84,14,47,77.20476190476191,Valserhône
01033,2010,91,16,47,76.47912087912088,Valserhône
01033,2011,81,14,53,77.92345679012345,Valserhône
01033,2012,84,12,49,78.30952380952381,Valserhône
01033,2013,87,11,54,79.5896551724138,Valserhône
01033,2014,77,14,54,78.94285714285714,Valserhône
01033,2015,82,13,48,77.95,Valserhône
01033,2016,84,14,55,80.00357142857143,Valserhône
01033,2017,90,13,53,78.37,Valserhône
01033,2018,99,16,64,78.62222222222222,Valserhône
01033,2019,92,11,54,79.575,Valserhône
01034,2004,445,41,246,79.30134831460674,Belley
01034,2005,477,55,261,78.68721174004193,Belley
01034,2006,385,38,215,78.5548051948052,Belley
01034,2007,388,46,231,78.89690721649484,Belley
01034,2008,385,30,253,80.66857142857143,Belley
01034,2009,385,41,227,79.57558441558442,Belley
01034,2010,360,36,233,80.03361111111111,Belley
01034,2011,330,34,205,79.70787878787878,Belley
01034,2012,345,31,222,80.65333333333334,Belley
01034,2013,376,30,256,80.98829787234042,Belley
01034,2014,354,24,235,81.28107344632768,Belley
01034,2015,322,23,222,82.56987577639751,Belley
01034,2016,376,27,248,81.76143617021276,Belley
01034,2017,388,27,271,83.00231958762886,Belley
01034,2018,361,21,251,82.74349030470914,Belley
01034,2019,365,26,254,82.86383561643835,Belley
01043,2004,31,6,16,74.7,Beynost
01043,2005,27,5,13,75.3,Beynost
01043,2006,24,9,11,69.36666666666667,Beynost
01043,2007,28,4,13,74.38571428571429,Beynost
01043,2008,31,14,11,67.43548387096774,Beynost
01043,2009,22,5,8,71.55454545454545,Beynost
01043,2010,29,6,11,75.15862068965517,Beynost
01043,2011,27,6,13,71.73703703703704,Beynost
01043,2012,19,2,9,76.96315789473684,Beynost
01043,2013,32,5,18,78.20625,Beynost
01043,2014,28,7,11,72.36428571428571,Beynost
01043,2015,33,3,21,82.37878787878788,Beynost
01043,2016,45,5,27,79.36444444444444,Beynost
01043,2017,27,3,16,78.62962962962963,Beynost
01043,2018,32,4,19,80.378125,Beynost
01043,2019,36,2,21,81.18888888888888,Beynost
01053,2004,387,51,222,78.5359173126615,Bourg-en-Bresse
01053,2005,449,46,244,79.25501113585746,Bourg-en-Bresse
01053,2006,436,51,250,79.33463302752294,Bourg-en-Bresse
01053,2007,443,52,239,78.28893905191873,Bourg-en-Bresse
01053,2008,463,50,277,79.80151187904967,Bourg-en-Bresse
01053,2009,489,48,294,79.619836400818,Bourg-en-Bresse
01053,2010,529,64,319,79.33818525519848,Bourg-en-Bresse
01053,2011,565,66,327,79.23610619469027,Bourg-en-Bresse
01053,2012,608,47,388,80.66167763157895,Bourg-en-Bresse
01053,2013,589,46,378,81.06621392190152,Bourg-en-Bresse
01053,2014,563,52,351,79.79769094138544,Bourg-en-Bresse
01053,2015,537,54,331,80.24692737430168,Bourg-en-Bresse
01053,2016,554,51,356,80.66407942238267,Bourg-en-Bresse
01053,2017,629,43,425,82.09109697933228,Bourg-en-Bresse
01053,2018,577,42,385,81.72980935875216,Bourg-en-Bresse
01053,2019,550,46,354,81.966,Bourg-en-Bresse
01093,2004,79,6,52,82.3873417721519,Châtillon-sur-Chalaronne
01093,2005,100,12,66,81.034,Châtillon-sur-Chalaronne
01093,2006,87,5,61,84.12183908045976,Châtillon-sur-Chalaronne
01093,2007,80,5,65,85.2125,Châtillon-sur-Chalaronne
01093,2008,95,9,67,82.8621052631579,Châtillon-sur-Chalaronne
01093,2009,82,3,62,84.85609756097561,Châtillon-sur-Chalaronne
01093,2010,82,8,63,82.85,Châtillon-sur-Chalaronne
01093,2011,82,5,67,85.72073170731707,Châtillon-sur-Chalaronne
01093,2012,85,4,66,85.95764705882353,Châtillon-sur-Chalaronne
01093,2013,87,7,68,83.97701149425288,Châtillon-sur-Chalaronne
01093,2014,95,6,74,84.58736842105263,Châtillon-sur-Chalaronne
01093,2015,98,9,74,84.4765306122449,Châtillon-sur-Chalaronne
01093,2016,125,9,98,85.0272,Châtillon-sur-Chalaronne
01093,2017,130,8,108,86.40846153846154,Châtillon-sur-Chalaronne
01093,2018,108,5,89,86.55555555555556,Châtillon-sur-Chalaronne
01093,2019,127,4,100,85.66535433070867,Châtillon-sur-Chalaronne
01134,2004,41,5,25,80.94634146341464,Crottet
01134,2005,60,8,47,83.79333333333334,Crottet
01134,2006,67,6,45,81.70298507462687,Crottet
01134,2007,53,6,37,81.83207547169812,Crottet
01134,2008,51,6,33,81.52352941176471,Crottet
01134,2009,49,5,33,82.0530612244898,Crottet
01134,2010,74,6,56,84.19864864864864,Crottet
01134,2011,65,1,48,84.26615384615384,Crottet
01134,2012,56,0,45,85.44107142857143,Crottet
01134,2013,73,5,51,82.24657534246576,Crottet
01134,2014,84,3,59,83.55119047619047,Crottet
01134,2015,91,1,75,87.38791208791208,Crottet
01134,2016,78,2,56,84.50256410256411,Crottet
01134,2017,67,2,54,85.59701492537313,Crottet
01134,2018,72,5,52,82.64583333333333,Crottet
01134,2019,69,5,51,82.61304347826086,Crottet
01143,2004,15,4,5,68.86,Divonne-les-Bains
01143,2005,7,2,2,67.01428571428572,Divonne-les-Bains
01143,2006,12,5,5,69.80833333333334,Divonne-les-Bains
01143,2007,10,7,1,50.21,Divonne-les-Bains
01143,2008,14,3,4,73.07857142857144,Divonne-les-Bains
01143,2009,11,2,4,72.42727272727272,Divonne-les-Bains
01143,2010,19,2,9,79.66842105263157,Divonne-les-Bains
01143,2011,6,0,4,78.78333333333333,Divonne-les-Bains
01143,2012,12,3,4,72.525,Divonne-les-Bains
01143,2013,14,3,8,76.30714285714285,Divonne-les-Bains
01143,2014,17,2,8,78.85882352941177,Divonne-les-Bains
01143,2015,21,3,9,75.37619047619047,Divonne-les-Bains
01143,2016,21,2,11,81.38571428571429,Divonne-les-Bains
01143,2017,27,5,17,79.32962962962964,Divonne-les-Bains
01143,2018,20,2,15,84.38,Divonne-les-Bains
01143,2019,22,2,14,80.57727272727273,Divonne-les-Bains
01160,2004,16,6,5,67.8875,Ferney-Voltaire
01160,2005,19,6,4,65.77368421052631,Ferney-Voltaire
01160,2006,18,8,7,63.605555555555554,Ferney-Voltaire
01160,2007,13,4,2,66.36923076923077,Ferney-Voltaire
01160,2008,28,8,11,69.42857142857143,Ferney-Voltaire
01160,2009,23,7,9,69.51739130434783,Ferney-Voltaire
01160,2010,29,7,15,75.51034482758621,Ferney-Voltaire
01160,2011,18,2,13,79.92222222222222,Ferney-Voltaire
01160,2012,33,9,17,75.04848484848485,Ferney-Voltaire
01160,2013,33,5,18,76.21212121212122,Ferney-Voltaire
01160,2014,28,9,13,71.19642857142857,Ferney-Voltaire
01160,2015,35,6,20,78.51714285714286,Ferney-Voltaire
01160,2016,30,5,15,76.25,Ferney-Voltaire
01160,2017,32,7,20,75.471875,Ferney-Voltaire
01160,2018,20,6,8,65.74,Ferney-Voltaire
01160,2019,34,4,21,80.3970588235294,Ferney-Voltaire
01173,2004,73,9,45,80.22054794520548,Gex
01173,2005,63,5,43,82.0936507936508,Gex
01173,2006,68,6,55,83.23529411764706,Gex
01173,2007,62,9,42,81.54516129032258,Gex
01173,2008,88,9,51,80.1034090909091,Gex
01173,2009,73,16,43,75.71095890410959,Gex
01173,2010,75,12,50,79.04666666666667,Gex
01173,2011,77,6,50,82.04675324675324,Gex
01173,2012,80,8,54,80.71375,Gex
01173,2013,89,11,55,78.9056179775281,Gex
01173,2014,73,6,54,83.4958904109589,Gex
01173,2015,94,8,67,82.83829787234042,Gex
01173,2016,76,12,49,79.66447368421052,Gex
01173,2017,85,3,59,83.85529411764706,Gex
01173,2018,92,11,60,81.19130434782609,Gex
01173,2019,87,10,64,81.8183908045977,Gex
01185,2004,190,39,65,72.67315789473685,Plateau d'Hauteville
01185,2005,186,31,73,74.90161290322581,Plateau d'Hauteville
01185,2006,158,24,67,75.47025316455696,Plateau d'Hauteville
01185,2007,183,34,69,73.65409836065574,Plateau d'Hauteville
01185,2008,164,29,75,75.77865853658537,Plateau d'Hauteville
01185,2009,177,31,87,75.9683615819209,Plateau d'Hauteville
01185,2010,159,32,71,74.07421383647798,Plateau d'Hauteville
01185,2011,145,16,75,78.04137931034482,Plateau d'Hauteville
01185,2012,154,20,83,77.76558441558441,Plateau d'Hauteville
01185,2013,162,24,84,77.26604938271605,Plateau d'Hauteville
01185,2014,160,15,71,76.66,Plateau d'Hauteville
01185,2015,182,17,105,79.53626373626373,Plateau d'Hauteville
01185,2016,200,17,108,78.953,Plateau d'Hauteville
01185,2017,253,34,134,77.93596837944663,Plateau d'Hauteville
01185,2018,259,13,156,80.67567567567568,Plateau d'Hauteville
01185,2019,228,18,122,78.94956140350877,Plateau d'Hauteville
01194,2004,19,5,9,73.88947368421053,Jassans-Riottier
01194,2005,19,6,10,67.79473684210527,Jassans-Riottier
01194,2006,20,6,8,70.875,Jassans-Riottier
01194,2007,14,4,4,67.6,Jassans-Riottier
01194,2008,19,5,6,66.60526315789474,Jassans-Riottier
01194,2009,19,4,8,72.58421052631579,Jassans-Riottier
01194,2010,24,5,8,70.17916666666666,Jassans-Riottier
01194,2011,27,8,10,70.04814814814814,Jassans-Riottier
01194,2012,36,4,23,80.15277777777777,Jassans-Riottier
01194,2013,38,7,22,77.09210526315789,Jassans-Riottier
01194,2014,36,5,21,78.27222222222223,Jassans-Riottier
01194,2015,39,6,25,80.3974358974359,Jassans-Riottier
01194,2016,38,3,26,83,Jassans-Riottier
01194,2017,52,9,32,77.81346153846154,Jassans-Riottier
01194,2018,45,6,29,81.52444444444444,Jassans-Riottier
01194,2019,34,3,27,83.22058823529412,Jassans-Riottier
01202,2004,39,6,27,79.3025641025641,Lagnieu
01202,2005,44,9,30,78.00909090909092,Lagnieu
01202,2006,53,4,35,81.0867924528302,Lagnieu
01202,2007,44,6,26,78.93181818181819,Lagnieu
01202,2008,48,8,29,77.81875,Lagnieu
01202,2009,57,6,44,83.63859649122807,Lagnieu
01202,2010,50,8,30,78.412,Lagnieu
01202,2011,50,9,31,76.94200000000001,Lagnieu
01202,2012,58,4,40,82.48448275862069,Lagnieu
01202,2013,50,6,31,79.384,Lagnieu
01202,2014,53,10,31,78.9188679245283,Lagnieu
01202,2015,53,8,38,79.50377358490566,Lagnieu
01202,2016,54,6,35,80.63333333333334,Lagnieu
01202,2017,57,10,35,79.52631578947368,Lagnieu
01202,2018,50,6,35,79.472,Lagnieu
01202,2019,57,5,45,85.1438596491228,Lagnieu
01244,2004,93,5,60,81.39354838709677,Meximieux
01244,2005,117,7,73,80.73418803418804,Meximieux
01244,2006,107,13,60,78.56542056074767,Meximieux
01244,2007,100,15,59,78.679,Meximieux
01244,2008,106,10,64,80.61698113207547,Meximieux
01244,2009,112,12,70,81.23214285714286,Meximieux
01244,2010,124,10,86,82.1741935483871,Meximieux
01244,2011,103,8,73,82.71067961165049,Meximieux
01244,2012,101,8,66,81.1990099009901,Meximieux
01244,2013,101,15,66,77.82178217821782,Meximieux
01244,2014,101,8,69,81.57227722772276,Meximieux
01244,2015,116,8,77,82.02758620689656,Meximieux
01244,2016,120,6,93,83.72083333333333,Meximieux
01244,2017,116,8,84,82.72672413793103,Meximieux
01244,2018,107,12,72,81.71869158878505,Meximieux
01244,2019,97,5,68,83.78659793814433,Meximieux
01249,2004,41,5,25,79.26585365853659,Miribel
01249,2005,46,14,29,73.9695652173913,Miribel
01249,2006,29,2,18,83.74137931034483,Miribel
01249,2007,37,2,28,84.36216216216216,Miribel
01249,2008,39,6,27,78.44615384615385,Miribel
01249,2009,42,12,22,74.66666666666667,Miribel
01249,2010,39,4,28,80.66153846153846,Miribel
01249,2011,37,7,23,77.2945945945946,Miribel
01249,2012,38,7,19,78.50526315789473,Miribel
01249,2013,22,1,16,85.26363636363637,Miribel
01249,2014,24,5,16,79.175,Miribel
01249,2015,42,3,26,82.31666666666666,Miribel
01249,2016,36,3,22,80.76944444444445,Miribel
01249,2017,38,5,25,81.07105263157895,Miribel
01249,2018,35,5,21,79.22571428571429,Miribel
01249,2019,42,7,28,82.23809523809524,Miribel
01262,2004,45,10,22,74.97333333333333,Montluel
01262,2005,28,4,17,78.00714285714285,Montluel
01262,2006,40,10,24,79.705,Montluel
01262,2007,30,8,13,71.68333333333334,Montluel
01262,2008,39,7,25,77.5102564102564,Montluel
01262,2009,29,4,13,77.45862068965518,Montluel
01262,2010,33,5,26,82.52121212121212,Montluel
01262,2011,43,7,27,77.05581395348837,Montluel
01262,2012,43,6,26,78.36511627906977,Montluel
01262,2013,56,5,39,82.00535714285714,Montluel
01262,2014,56,5,39,80.19464285714285,Montluel
01262,2015,54,6,36,81.64814814814815,Montluel
01262,2016,46,3,36,84.18260869565218,Montluel
01262,2017,56,4,40,82.77678571428571,Montluel
01262,2018,67,9,46,82.18805970149253,Montluel
01262,2019,54,3,39,84.97222222222223,Montluel
01266,2004,71,11,37,78.47042253521127,Montrevel-en-Bresse
01266,2005,75,10,45,79.744,Montrevel-en-Bresse
01266,2006,49,6,31,79.2530612244898,Montrevel-en-Bresse
01266,2007,71,9,40,78.71267605633803,Montrevel-en-Bresse
01266,2008,76,15,48,78.60131578947369,Montrevel-en-Bresse
01266,2009,58,10,33,77.26034482758621,Montrevel-en-Bresse
01266,2010,93,9,69,82.04838709677419,Montrevel-en-Bresse
01266,2011,55,8,33,78.10363636363637,Montrevel-en-Bresse
01266,2012,79,9,52,81.38354430379746,Montrevel-en-Bresse
01266,2013,76,10,46,79.49736842105263,Montrevel-en-Bresse
01266,2014,88,14,57,80.0340909090909,Montrevel-en-Bresse
01266,2015,85,12,60,79.9,Montrevel-en-Bresse
01266,2016,82,11,61,80.65487804878049,Montrevel-en-Bresse
01266,2017,70,6,54,82.89142857142858,Montrevel-en-Bresse
01266,2018,85,10,58,81.52,Montrevel-en-Bresse
01266,2019,81,5,59,82.70123456790124,Montrevel-en-Bresse
01269,2004,86,6,58,82.77441860465116,Nantua
01269,2005,106,8,71,82.29622641509434,Nantua
01269,2006,100,11,65,80.656,Nantua
01269,2007,87,12,56,79.53448275862068,Nantua
01269,2008,73,10,47,78.56575342465753,Nantua
01269,2009,79,10,48,77.87468354430379,Nantua
01269,2010,56,9,33,77.26785714285714,Nantua
01269,2011,75,9,56,81.43333333333334,Nantua
01269,2012,64,6,48,83.3546875,Nantua
01269,2013,58,5,48,82.98103448275862,Nantua
01269,2014,80,13,51,80.16375,Nantua
01269,2015,71,10,44,78.92535211267605,Nantua
01269,2016,73,11,53,79.62465753424658,Nantua
01269,2017,84,14,51,79.16666666666667,Nantua
01269,2018,90,11,69,83.35,Nantua
01269,2019,72,9,47,80.87361111111112,Nantua
01283,2004,246,29,140,78.11056910569106,Oyonnax
01283,2005,245,40,132,77.24204081632654,Oyonnax
01283,2006,216,42,114,76.78101851851852,Oyonnax
01283,2007,277,51,160,77.03465703971119,Oyonnax
01283,2008,280,29,171,79.7975,Oyonnax
01283,2009,297,37,191,79.45353535353536,Oyonnax
01283,2010,257,30,164,78.81789883268482,Oyonnax
01283,2011,275,32,175,78.62545454545455,Oyonnax
01283,2012,300,43,183,78.50733333333334,Oyonnax
01283,2013,249,28,143,77.2706827309237,Oyonnax
01283,2014,244,26,146,79.92377049180328,Oyonnax
01283,2015,277,23,185,81.73826714801444,Oyonnax
01283,2016,269,32,175,80.13754646840148,Oyonnax
01283,2017,277,35,192,80.85234657039712,Oyonnax
01283,2018,322,28,214,81.47670807453416,Oyonnax
01283,2019,283,32,184,81.16537102473498,Oyonnax
01289,2004,41,5,24,79.06341463414634,Péronnas
01289,2005,47,5,27,77.20851063829787,Péronnas
01289,2006,54,13,30,73.43518518518519,Péronnas
01289,2007,55,8,34,77.91454545454546,Péronnas
01289,2008,41,9,22,73.93170731707318,Péronnas
01289,2009,45,12,22,73.8,Péronnas
01289,2010,49,8,23,76.0326530612245,Péronnas
01289,2011,55,9,34,78.82181818181819,Péronnas
01289,2012,50,5,33,80.596,Péronnas
01289,2013,54,14,33,77.26481481481481,Péronnas
01289,2014,45,5,27,79.4088888888889,Péronnas
01289,2015,50,4,34,83.27,Péronnas
01289,2016,62,12,39,78.3758064516129,Péronnas
01289,2017,52,9,30,77.15961538461539,Péronnas
01289,2018,61,10,42,81.88360655737705,Péronnas
01289,2019,59,7,37,80.26440677966102,Péronnas
01305,2004,123,12,85,81.16829268292683,Pont-de-Vaux
01305,2005,157,12,110,82.13375796178345,Pont-de-Vaux
01305,2006,167,15,105,81.0317365269461,Pont-de-Vaux
01305,2007,147,12,97,80.79115646258504,Pont-de-Vaux
01305,2008,119,18,76,78.88487394957983,Pont-de-Vaux
01305,2009,139,14,91,80.33021582733812,Pont-de-Vaux
01305,2010,112,6,86,84.17678571428571,Pont-de-Vaux
01305,2011,151,12,106,83.3635761589404,Pont-de-Vaux
01305,2012,166,12,118,82.0710843373494,Pont-de-Vaux
01305,2013,145,12,107,82.42827586206897,Pont-de-Vaux
01305,2014,150,11,112,83.53133333333334,Pont-de-Vaux
01305,2015,161,14,123,83.4111801242236,Pont-de-Vaux
01305,2016,141,13,100,82.7468085106383,Pont-de-Vaux
01305,2017,168,14,128,83.69940476190476,Pont-de-Vaux
01305,2018,141,6,108,85.32198581560284,Pont-de-Vaux
01305,2019,156,11,113,84.20705128205128,Pont-de-Vaux
01333,2004,26,6,12,74.38846153846154,Saint-André-de-Corcy
01333,2005,20,5,10,74.575,Saint-André-de-Corcy
01333,2006,27,3,21,82.37777777777778,Saint-André-de-Corcy
01333,2007,30,3,22,81.91666666666667,Saint-André-de-Corcy
01333,2008,18,1,12,82.82777777777778,Saint-André-de-Corcy
01333,2009,19,0,13,84.16842105263157,Saint-André-de-Corcy
01333,2010,37,5,23,79.6972972972973,Saint-André-de-Corcy
01333,2011,24,2,17,83.01666666666667,Saint-André-de-Corcy
01333,2012,23,2,17,79.05652173913043,Saint-André-de-Corcy
01333,2013,25,0,19,85.116,Saint-André-de-Corcy
01333,2014,23,1,17,84.99565217391304,Saint-André-de-Corcy
01333,2015,22,0,18,85.36818181818182,Saint-André-de-Corcy
01333,2016,26,5,18,79.21153846153847,Saint-André-de-Corcy
01333,2017,20,0,16,88.24000000000001,Saint-André-de-Corcy
01333,2018,28,4,20,81.375,Saint-André-de-Corcy
01333,2019,19,0,17,89.02631578947368,Saint-André-de-Corcy
01344,2004,15,4,6,68.46,Saint-Denis-lès-Bourg
01344,2005,15,6,4,66.38666666666667,Saint-Denis-lès-Bourg
01344,2006,24,7,10,73.725,Saint-Denis-lès-Bourg
01344,2007,19,3,8,74.31052631578947,Saint-Denis-lès-Bourg
01344,2008,13,5,5,66.78461538461538,Saint-Denis-lès-Bourg
01344,2009,19,5,7,70.72631578947369,Saint-Denis-lès-Bourg
01344,2010,16,5,10,75.8625,Saint-Denis-lès-Bourg
01344,2011,14,1,6,76.70714285714286,Saint-Denis-lès-Bourg
01344,2012,27,8,10,69.72222222222223,Saint-Denis-lès-Bourg
01344,2013,24,5,7,72.95416666666667,Saint-Denis-lès-Bourg
01344,2014,16,2,8,78.55,Saint-Denis-lès-Bourg
01344,2015,17,6,8,67.88823529411765,Saint-Denis-lès-Bourg
01344,2016,15,3,7,74.22666666666667,Saint-Denis-lès-Bourg
01344,2017,16,1,8,78.4,Saint-Denis-lès-Bourg
01344,2018,15,3,9,75.9,Saint-Denis-lès-Bourg
01344,2019,13,2,8,78.95384615384616,Saint-Denis-lès-Bourg
01348,2004,77,5,54,83.21818181818182,Saint-Didier-sur-Chalaronne
01348,2005,59,6,43,81.85084745762711,Saint-Didier-sur-Chalaronne
01348,2006,75,7,47,80.99733333333333,Saint-Didier-sur-Chalaronne
01348,2007,79,9,44,78.53164556962025,Saint-Didier-sur-Chalaronne
01348,2008,66,5,37,78.99090909090908,Saint-Didier-sur-Chalaronne
01348,2009,55,5,39,82.79818181818182,Saint-Didier-sur-Chalaronne
01348,2010,71,10,45,80.60140845070423,Saint-Didier-sur-Chalaronne
01348,2011,48,5,35,82.32916666666667,Saint-Didier-sur-Chalaronne
01348,2012,71,7,47,81.50422535211267,Saint-Didier-sur-Chalaronne
01348,2013,85,1,67,85.87058823529412,Saint-Didier-sur-Chalaronne
01348,2014,70,4,53,83.39571428571429,Saint-Didier-sur-Chalaronne
01348,2015,81,0,68,85.75308641975309,Saint-Didier-sur-Chalaronne
01348,2016,83,5,57,83.48433734939759,Saint-Didier-sur-Chalaronne
01348,2017,69,5,53,83.10434782608695,Saint-Didier-sur-Chalaronne
01348,2018,82,3,70,85.99512195121952,Saint-Didier-sur-Chalaronne
01348,2019,86,4,59,83.76860465116279,Saint-Didier-sur-Chalaronne
01354,2004,11,6,5,60.46363636363636,Saint-Genis-Pouilly
01354,2005,7,2,1,62,Saint-Genis-Pouilly
01354,2006,9,2,2,67.64444444444445,Saint-Genis-Pouilly
01354,2007,16,3,6,72.175,Saint-Genis-Pouilly
01354,2008,12,2,4,72.51666666666667,Saint-Genis-Pouilly
01354,2009,11,3,3,64.9,Saint-Genis-Pouilly
01354,2010,12,4,4,66.125,Saint-Genis-Pouilly
01354,2011,10,5,3,63.769999999999996,Saint-Genis-Pouilly
01354,2012,11,3,1,64.53636363636363,Saint-Genis-Pouilly
01354,2013,10,5,2,63.45,Saint-Genis-Pouilly
01354,2014,13,4,6,71.23076923076923,Saint-Genis-Pouilly
01354,2015,3,1,0,61.166666666666664,Saint-Genis-Pouilly
01354,2016,9,1,4,76.39999999999999,Saint-Genis-Pouilly
01354,2017,10,3,4,66.73,Saint-Genis-Pouilly
01354,2018,12,5,3,56.31666666666667,Saint-Genis-Pouilly
01354,2019,15,6,4,66.35333333333334,Saint-Genis-Pouilly
01419,2004,15,2,4,70.11333333333333,Thoiry
01419,2005,20,4,10,76.74,Thoiry
01419,2006,18,0,14,87.65555555555555,Thoiry
01419,2007,19,5,12,75.06842105263158,Thoiry
01419,2008,22,4,12,75.91363636363637,Thoiry
01419,2009,17,1,12,83.80588235294117,Thoiry
01419,2010,21,3,13,79.33333333333333,Thoiry
01419,2011,26,4,19,82.5,Thoiry
01419,2012,31,7,16,74.24193548387098,Thoiry
01419,2013,21,4,10,77.36666666666667,Thoiry
01419,2014,22,5,12,76.78636363636363,Thoiry
01419,2015,19,3,10,76.58947368421053,Thoiry
01419,2016,27,7,13,73.07777777777778,Thoiry
01419,2017,27,3,17,81.30740740740741,Thoiry
01419,2018,35,4,24,81.21428571428571,Thoiry
01419,2019,23,5,10,70.01304347826087,Thoiry
01427,2004,204,21,111,79.3642156862745,Trévoux
01427,2005,190,29,99,76.9642105263158,Trévoux
01427,2006,171,20,81,76.73918128654971,Trévoux
01427,2007,244,31,129,77.60286885245901,Trévoux
01427,2008,229,22,121,78.3764192139738,Trévoux
01427,2009,256,41,129,76.533203125,Trévoux
01427,2010,242,20,139,78.98553719008264,Trévoux
01427,2011,222,16,127,79.36126126126126,Trévoux
01427,2012,282,33,175,79.36985815602837,Trévoux
01427,2013,302,33,178,80.34701986754968,Trévoux
01427,2014,314,29,202,80.67611464968152,Trévoux
01427,2015,360,28,227,80.69055555555556,Trévoux
01427,2016,397,29,238,80.69143576826197,Trévoux
01427,2017,375,29,250,81.65493333333333,Trévoux
01427,2018,398,24,240,80.51859296482412,Trévoux
01427,2019,360,28,240,81.7825,Trévoux
01443,2004,40,6,28,81.4925,Villars-les-Dombes
01443,2005,33,4,23,81.68484848484849,Villars-les-Dombes
01443,2006,41,3,32,84.47804878048781,Villars-les-Dombes
01443,2007,30,6,17,75.57000000000001,Villars-les-Dombes
01443,2008,31,7,18,74.33870967741936,Villars-les-Dombes
01443,2009,49,7,31,78.81836734693877,Villars-les-Dombes
01443,2010,37,6,26,80.18378378378378,Villars-les-Dombes
01443,2011,40,5,26,80.01,Villars-les-Dombes
01443,2012,36,4,24,82.62777777777778,Villars-les-Dombes
01443,2013,43,3,30,81.68837209302326,Villars-les-Dombes
01443,2014,36,3,23,81.23333333333333,Villars-les-Dombes
01443,2015,31,3,20,80.29032258064517,Villars-les-Dombes
01443,2016,36,4,29,84.025,Villars-les-Dombes
01443,2017,51,5,37,83.2843137254902,Villars-les-Dombes
01443,2018,46,3,38,86.01086956521739,Villars-les-Dombes
01443,2019,34,6,26,81.62647058823529,Villars-les-Dombes
01451,2004,699,101,312,76.07625178826896,Viriat
01451,2005,723,94,374,77.0774550484094,Viriat
01451,2006,671,100,315,76.175260804769,Viriat
01451,2007,740,111,360,75.91635135135135,Viriat
01451,2008,731,93,361,76.42366621067032,Viriat
01451,2009,695,95,366,76.85381294964029,Viriat
01451,2010,740,93,373,77.13054054054054,Viriat
01451,2011,712,98,367,76.28469101123595,Viriat
01451,2012,693,71,368,77.8992784992785,Viriat
01451,2013,680,90,329,76.42573529411764,Viriat
01451,2014,713,91,370,77.0039270687237,Viriat
01451,2015,768,99,405,77.31158854166667,Viriat
01451,2016,814,87,451,78.1977886977887,Viriat
01451,2017,756,78,400,77.90767195767195,Viriat
01451,2018,790,80,394,77.25822784810127,Viriat
01451,2019,781,85,434,78.66005121638925,Viriat
01457,2004,16,3,6,72.36875,Vonnas
01457,2005,19,6,5,64.5578947368421,Vonnas
01457,2006,19,7,5,65.7,Vonnas
01457,2007,23,5,12,72.78695652173913,Vonnas
01457,2008,20,5,5,66.7,Vonnas
01457,2009,22,4,10,74.05,Vonnas
01457,2010,20,7,7,68.64,Vonnas
01457,2011,9,1,4,77.54444444444444,Vonnas
01457,2012,18,3,6,73.81666666666666,Vonnas
01457,2013,24,6,12,70.62916666666666,Vonnas
01457,2014,18,4,8,72.59444444444445,Vonnas
01457,2015,17,3,5,70.65882352941176,Vonnas
01457,2016,26,7,10,73.15384615384616,Vonnas
01457,2017,21,6,8,70.38095238095238,Vonnas
01457,2018,17,4,6,72.77058823529411,Vonnas
01457,2019,17,4,7,68.1,Vonnas
02018,2004,23,9,4,62.53478260869565,Anizy-le-Grand
02018,2005,16,6,3,67.74375,Anizy-le-Grand
02018,2006,22,8,8,67.2409090909091,Anizy-le-Grand
02018,2007,21,11,6,62.009523809523806,Anizy-le-Grand
02018,2008,23,7,7,68.02173913043478,Anizy-le-Grand
02018,2009,16,6,6,67.68125,Anizy-le-Grand
02018,2010,19,6,9,72.12631578947368,Anizy-le-Grand
02018,2011,25,11,7,65.164,Anizy-le-Grand
02018,2012,19,11,4,58.526315789473685,Anizy-le-Grand
02018,2013,23,9,7,70.22173913043478,Anizy-le-Grand
