code_tvs,annee,nb_medecins
02810,2012,20
02810,2013,19
02810,2014,19
02810,2015,16
02810,2016,18
02810,2017,17
02810,2018,16
02810,2019,15
03023,2004,18
03023,2005,18
03023,2006,17
03023,2007,16
03023,2008,18
03023,2009,16
03023,2010,15
03023,2011,16
03023,2012,15
03023,2013,15
03023,2014,14
03023,2015,14
03023,2016,14
03023,2017,14
03023,2018,15
03023,2019,15
03036,2004,5
03036,2005,5
03036,2006,5
03036,2007,5
03036,2008,4
03036,2009,4
03036,2010,4
03036,2011,4
03036,2012,5
03036,2013,5
03036,2014,7
03036,2015,8
03036,2016,8
03036,2017,7
03036,2018,6
03036,2019,7
03082,2004,20
03082,2005,20
03082,2006,18
03082,2007,19
03082,2008,18
03082,2009,18
03082,2010,17
03082,2011,17
03082,2012,15
03082,2013,16
03082,2014,15
03082,2015,17
03082,2016,16
03082,2017,16
03082,2018,16
03082,2019,17
03084,2004,9
03084,2005,7
03084,2006,7
03084,2007,7
03084,2008,7
03084,2009,8
03084,2010,8
03084,2011,8
03084,2012,8
03084,2013,6
03084,2014,6
03084,2015,6
03084,2016,6
03084,2017,6
03084,2018,6
03084,2019,6
03095,2004,17
03095,2005,17
03095,2006,15
03095,2007,15
03095,2008,15
03095,2009,15
03095,2010,16
03095,2011,15
03095,2012,18
03095,2013,18
03095,2014,18
03095,2015,14
03095,2016,13
03095,2017,13
03095,2018,13
03095,2019,12
03101,2004,16
03101,2005,16
03101,2006,16
03101,2007,16
03101,2008,15
03101,2009,16
03101,2010,16
03101,2011,15
03101,2012,16
03101,2013,15
03101,2014,15
03101,2015,15
03101,2016,14
03101,2017,14
03101,2018,15
03101,2019,15
03102,2004,12
03102,2005,13
03102,2006,11
03102,2007,11
03102,2008,12
03102,2009,12
03102,2010,12
03102,2011,12
03102,2012,13
03102,2013,13
03102,2014,11
03102,2015,11
03102,2016,11
03102,2017,10
03102,2018,10
03102,2019,10
03118,2004,18
03118,2005,19
03118,2006,19
03118,2007,19
03118,2008,19
03118,2009,19
03118,2010,19
03118,2011,19
03118,2012,19
03118,2013,20
03118,2014,17
03118,2015,19
03118,2016,18
03118,2017,17
03118,2018,16
03118,2019,16
03138,2004,11
03138,2005,11
03138,2006,11
03138,2007,11
03138,2008,11
03138,2009,11
03138,2010,12
03138,2011,13
03138,2012,12
03138,2013,11
03138,2014,14
03138,2015,12
03138,2016,13
03138,2017,11
03138,2018,11
03138,2019,9
03165,2004,5
03165,2005,5
03165,2006,6
03165,2007,5
03165,2008,5
03165,2009,7
03165,2010,6
03165,2011,6
03165,2012,4
03165,2013,5
03165,2014,5
03165,2015,4
03165,2016,4
03165,2017,5
03165,2018,5
03165,2019,4
03185,2004,64
03185,2005,67
03185,2006,59
03185,2007,60
03185,2008,65
03185,2009,65
03185,2010,67
03185,2011,64
03185,2012,64
03185,2013,62
03185,2014,61
03185,2015,60
03185,2016,57
03185,2017,55
03185,2018,53
03185,2019,48
03186,2004,5
03186,2005,5
03186,2006,5
03186,2007,5
03186,2008,5
03186,2009,5
03186,2010,5
03186,2011,5
03186,2012,6
03186,2013,5
03186,2014,4
03186,2015,5
03186,2016,5
03186,2017,5
03186,2018,4
03186,2019,4
03190,2004,46
03190,2005,46
03190,2006,40
03190,2007,40
03190,2008,43
03190,2009,43
03190,2010,43
03190,2011,44
03190,2012,44
03190,2013,44
03190,2014,44
03190,2015,43
03190,2016,41
03190,2017,40
03190,2018,38
03190,2019,39
03236,2004,5
03236,2005,5
03236,2006,5
03236,2007,5
03236,2008,5
03236,2009,5
03236,2010,4
03236,2011,5
03236,2012,5
03236,2013,5
03236,2014,5
03236,2015,4
03236,2016,4
03236,2017,4
03236,2018,4
03236,2019,4
03254,2004,11
03254,2005,11
03254,2006,11
03254,2007,11
03254,2008,11
03254,2009,10
03254,2010,10
03254,2011,11
03254,2012,11
03254,2013,11
03254,2014,10
03254,2015,10
03254,2016,10
03254,2017,11
03254,2018,11
03254,2019,11
03298,2004,4
03298,2005,4
03298,2006,4
03298,2007,4
03298,2008,4
03298,2009,4
03298,2010,4
03298,2011,5
03298,2012,5
03298,2013,3
03298,2014,3
03298,2015,3
03298,2016,3
03298,2017,2
03298,2018,2
03298,2019,2
03310,2004,56
03310,2005,55
03310,2006,49
03310,2007,49
03310,2008,52
03310,2009,50
03310,2010,48
03310,2011,47
03310,2012,44
03310,2013,46
03310,2014,46
03310,2015,46
03310,2016,45
03310,2017,45
03310,2018,47
03310,2019,42
03321,2004,10
03321,2005,11
03321,2006,11
03321,2007,12
03321,2008,12
03321,2009,10
03321,2010,12
03321,2011,11
03321,2012,12
03321,2013,12
03321,2014,12
03321,2015,13
03321,2016,12
03321,2017,12
03321,2018,11
03321,2019,11
04019,2004,14
04019,2005,9
04019,2006,10
04019,2007,10
04019,2008,10
04019,2009,10
04019,2010,10
04019,2011,11
04019,2012,12
04019,2013,11
04019,2014,10
04019,2015,10
04019,2016,10
04019,2017,10
04019,2018,10
04019,2019,12
04039,2004,4
04039,2005,3
04039,2006,3
04039,2007,4
04039,2008,4
04039,2009,4
04039,2010,4
04039,2011,4
04039,2012,4
04039,2013,4
04039,2014,3
04039,2015,3
04039,2016,2
04039,2017,3
04039,2018,3
04039,2019,3
04049,2004,21
04049,2005,21
04049,2006,20
04049,2007,19
04049,2008,19
04049,2009,19
04049,2010,18
04049,2011,18
04049,2012,18
04049,2013,17
04049,2014,17
04049,2015,16
04049,2016,16
04049,2017,17
04049,2018,17
04049,2019,18
04070,2004,29
04070,2005,28
04070,2006,28
04070,2007,26
04070,2008,27
04070,2009,27
04070,2010,30
04070,2011,28
04070,2012,28
04070,2013,29
04070,2014,30
04070,2015,29
04070,2016,29
04070,2017,30
04070,2018,26
04070,2019,27
04088,2004,20
04088,2005,19
04088,2006,20
04088,2007,20
04088,2008,21
04088,2009,22
04088,2010,21
04088,2011,18
04088,2012,18
04088,2013,18
04088,2014,18
04088,2015,20
04088,2016,20
04088,2017,20
04088,2018,18
04088,2019,18
04094,2004,11
04094,2005,11
04094,2006,12
04094,2007,12
04094,2008,11
04094,2009,12
04094,2010,12
04094,2011,12
04094,2012,11
04094,2013,14
04094,2014,16
04094,2015,18
04094,2016,17
04094,2017,19
04094,2018,21
04094,2019,23
04112,2004,49
04112,2005,49
04112,2006,50
04112,2007,50
04112,2008,50
04112,2009,50
04112,2010,50
04112,2011,50
04112,2012,48
04112,2013,48
04112,2014,50
04112,2015,52
04112,2016,51
04112,2017,48
04112,2018,49
04112,2019,45
04143,2004,12
04143,2005,11
04143,2006,11
04143,2007,11
04143,2008,11
04143,2009,12
04143,2010,13
04143,2011,13
04143,2012,13
04143,2013,13
04143,2014,12
04143,2015,12
04143,2016,11
04143,2017,11
04143,2018,8
04143,2019,8
04166,2004,9
04166,2005,10
04166,2006,10
04166,2007,10
04166,2008,10
04166,2009,10
04166,2010,10
04166,2011,10
04166,2012,9
04166,2013,10
04166,2014,10
04166,2015,11
04166,2016,11
04166,2017,10
04166,2018,11
04166,2019,8
04173,2004,6
04173,2005,6
04173,2006,6
04173,2007,6
04173,2008,6
04173,2009,6
04173,2010,6
04173,2011,6
04173,2012,6
04173,2013,6
04173,2014,6
04173,2015,7
04173,2016,6
04173,2017,6
04173,2018,6
04173,2019,6
04209,2004,13
04209,2005,12
04209,2006,12
04209,2007,12
04209,2008,12
04209,2009,12
04209,2010,13
04209,2011,13
04209,2012,13
04209,2013,13
04209,2014,14
04209,2015,13
04209,2016,13
04209,2017,11
04209,2018,12
04209,2019,13
05006,2004,6
05006,2005,6
05006,2006,6
05006,2007,7
05006,2008,7
05006,2009,7
05006,2010,9
05006,2011,6
05006,2012,7
05006,2013,7
05006,2014,7
05006,2015,6
05006,2016,7
05006,2017,5
05006,2018,6
05006,2019,5
05023,2004,26
05023,2005,26
05023,2006,25
05023,2007,26
05023,2008,25
05023,2009,24
05023,2010,23
05023,2011,23
05023,2012,22
05023,2013,22
05023,2014,21
05023,2015,20
05023,2016,19
05023,2017,19
05023,2018,20
05023,2019,21
05046,2004,15
05046,2005,16
05046,2006,15
05046,2007,15
05046,2008,15
05046,2009,15
05046,2010,15
05046,2011,15
05046,2012,15
05046,2013,13
05046,2014,13
05046,2015,13
05046,2016,14
05046,2017,15
05046,2018,16
05046,2019,17
05061,2004,67
05061,2005,73
05061,2006,75
05061,2007,76
05061,2008,80
05061,2009,81
05061,2010,80
05061,2011,82
05061,2012,81
05061,2013,82
05061,2014,84
05061,2015,79
05061,2016,78
05061,2017,82
05061,2018,77
05061,2019,77
05065,2004,11
05065,2005,11
05065,2006,11
05065,2007,12
05065,2008,12
05065,2009,11
05065,2010,9
05065,2011,8
05065,2012,8
05065,2013,8
05065,2014,9
05065,2015,9
05065,2016,8
05065,2017,10
05065,2018,9
05065,2019,11
05070,2004,8
05070,2005,9
05070,2006,8
05070,2007,8
05070,2008,8
05070,2009,8
05070,2010,8
05070,2011,5
05070,2012,7
05070,2013,6
05070,2014,6
05070,2015,7
05070,2016,6
05070,2017,6
05070,2018,5
05070,2019,6
05132,2004,16
05132,2005,17
05132,2006,17
05132,2007,18
05132,2008,18
05132,2009,19
05132,2010,18
05132,2011,17
05132,2012,19
05132,2013,16
05132,2014,17
05132,2015,17
05132,2016,22
05132,2017,22
05132,2018,22
05132,2019,22
05179,2004,13
05179,2005,14
05179,2006,13
05179,2007,13
05179,2008,13
05179,2009,13
05179,2010,14
05179,2011,14
05179,2012,14
05179,2013,14
05179,2014,14
05179,2015,18
05179,2016,16
05179,2017,16
05179,2018,14
05179,2019,15
06004,2004,102
06004,2005,105
06004,2006,103
06004,2007,108
06004,2008,109
06004,2009,107
06004,2010,102
06004,2011,100
06004,2012,98
06004,2013,95
06004,2014,99
06004,2015,95
06004,2016,90
06004,2017,89
06004,2018,90
06004,2019,90
06011,2004,8
06011,2005,8
06011,2006,8
06011,2007,8
06011,2008,9
06011,2009,9
06011,2010,9
06011,2011,9
06011,2012,9
06011,2013,9
06011,2014,9
06011,2015,8
06011,2016,8
06011,2017,8
06011,2018,8
06011,2019,8
06012,2004,33
06012,2005,34
06012,2006,34
06012,2007,34
06012,2008,35
06012,2009,36
06012,2010,35
06012,2011,38
06012,2012,40
06012,2013,35
06012,2014,36
06012,2015,35
06012,2016,33
06012,2017,36
06012,2018,37
06012,2019,34
06018,2004,7
06018,2005,7
06018,2006,7
06018,2007,7
06018,2008,7
06018,2009,7
06018,2010,8
06018,2011,10
06018,2012,10
06018,2013,9
06018,2014,8
06018,2015,8
06018,2016,10
06018,2017,10
06018,2018,10
06018,2019,12
06027,2004,54
06027,2005,54
06027,2006,55
06027,2007,55
06027,2008,56
06027,2009,58
06027,2010,63
06027,2011,65
06027,2012,64
06027,2013,64
06027,2014,65
06027,2015,63
06027,2016,62
06027,2017,61
06027,2018,63
06027,2019,61
06029,2004,111
06029,2005,113
06029,2006,113
06029,2007,115
06029,2008,112
06029,2009,111
06029,2010,112
06029,2011,113
06029,2012,111
06029,2013,108
06029,2014,107
06029,2015,106
06029,2016,105
06029,2017,104
06029,2018,103
06029,2019,95
06030,2004,62
06030,2005,67
06030,2006,67
06030,2007,67
06030,2008,66
06030,2009,64
06030,2010,67
06030,2011,63
06030,2012,58
06030,2013,55
06030,2014,60
06030,2015,59
06030,2016,56
06030,2017,53
06030,2018,53
06030,2019,50
06033,2004,24
06033,2005,25
06033,2006,27
06033,2007,27
06033,2008,26
06033,2009,26
06033,2010,27
06033,2011,26
06033,2012,27
06033,2013,27
06033,2014,26
06033,2015,26
06033,2016,26
06033,2017,29
06033,2018,27
06033,2019,25
06044,2004,13
06044,2005,13
06044,2006,13
06044,2007,13
06044,2008,13
06044,2009,12
06044,2010,11
06044,2011,11
06044,2012,11
06044,2013,10
06044,2014,10
06044,2015,10
06044,2016,11
06044,2017,10
06044,2018,11
06044,2019,10
06048,2004,36
06048,2005,37
06048,2006,33
06048,2007,34
06048,2008,34
06048,2009,31
06048,2010,32
06048,2011,31
06048,2012,33
06048,2013,31
06048,2014,33
06048,2015,32
06048,2016,31
06048,2017,31
06048,2018,32
06048,2019,33
06065,2004,3
06065,2005,2
06065,2006,2
06065,2007,2
06065,2008,2
06065,2009,2
06065,2010,2
06065,2011,2
06065,2012,2
06065,2013,2
06065,2014,2
06065,2015,2
06065,2016,2
06065,2017,2
06065,2018,2
06065,2019,2
06069,2004,63
06069,2005,65
06069,2006,63
06069,2007,60
06069,2008,59
06069,2009,59
06069,2010,58
06069,2011,57
06069,2012,55
06069,2013,56
06069,2014,56
06069,2015,54
06069,2016,57
06069,2017,53
06069,2018,54
06069,2019,53
06079,2004,34
06079,2005,46
06079,2006,40
06079,2007,42
06079,2008,44
06079,2009,41
06079,2010,43
06079,2011,46
06079,2012,43
06079,2013,44
06079,2014,31
06079,2015,31
06079,2016,30
06079,2017,31
06079,2018,31
06079,2019,33
06083,2004,50
06083,2005,50
06083,2006,51
06083,2007,52
06083,2008,53
06083,2009,50
06083,2010,50
06083,2011,47
06083,2012,48
06083,2013,50
06083,2014,48
06083,2015,44
06083,2016,43
06083,2017,45
06083,2018,42
06083,2019,42
06084,2004,16
06084,2005,15
06084,2006,14
06084,2007,13
06084,2008,13
06084,2009,13
06084,2010,13
06084,2011,13
06084,2012,16
06084,2013,15
06084,2014,14
06084,2015,13
06084,2016,14
06084,2017,14
06084,2018,15
06084,2019,14
06085,2004,17
06085,2005,18
06085,2006,19
06085,2007,19
06085,2008,20
06085,2009,21
06085,2010,20
06085,2011,20
06085,2012,21
06085,2013,24
06085,2014,22
06085,2015,21
06085,2016,22
06085,2017,21
06085,2018,20
06085,2019,21
06088,2004,515
06088,2005,523
06088,2006,514
06088,2007,511
06088,2008,516
06088,2009,505
06088,2010,504
06088,2011,498
06088,2012,507
06088,2013,507
06088,2014,495
06088,2015,480
06088,2016,479
06088,2017,479
06088,2018,467
06088,2019,468
06090,2004,11
06090,2005,11
06090,2006,12
06090,2007,13
06090,2008,13
06090,2009,14
06090,2010,14
06090,2011,12
06090,2012,12
06090,2013,13
06090,2014,11
06090,2015,11
06090,2016,10
06090,2017,10
06090,2018,10
06090,2019,12
06095,2004,14
06095,2005,14
06095,2006,15
06095,2007,15
06095,2008,15
06095,2009,15
06095,2010,16
06095,2011,17
06095,2012,17
06095,2013,15
06095,2014,16
06095,2015,16
06095,2016,15
06095,2017,14
06095,2018,13
06095,2019,13
06099,2004,12
06099,2005,13
06099,2006,13
06099,2007,14
06099,2008,15
06099,2009,15
06099,2010,15
06099,2011,15
06099,2012,15
06099,2013,15
06099,2014,15
06099,2015,13
06099,2016,12
06099,2017,12
06099,2018,13
06099,2019,13
06104,2004,13
06104,2005,13
06104,2006,12
06104,2007,12
06104,2008,12
06104,2009,12
06104,2010,12
06104,2011,11
06104,2012,12
06104,2013,12
06104,2014,12
06104,2015,12
06104,2016,13
06104,2017,12
06104,2018,12
06104,2019,12
06105,2004,18
06105,2005,18
06105,2006,18
06105,2007,18
06105,2008,17
06105,2009,17
06105,2010,17
06105,2011,18
06105,2012,18
06105,2013,17
06105,2014,16
06105,2015,16
06105,2016,17
06105,2017,15
06105,2018,17
06105,2019,18
06123,2004,40
06123,2005,40
06123,2006,39
06123,2007,40
06123,2008,38
06123,2009,38
06123,2010,39
06123,2011,41
06123,2012,40
06123,2013,39
06123,2014,40
06123,2015,38
06123,2016,40
