code_tvs,annee,nb_medecins
27428,2019,11
27448,2004,8
27448,2005,8
27448,2006,9
27448,2007,9
27448,2008,10
27448,2009,10
27448,2010,10
27448,2011,9
27448,2012,10
27448,2013,10
27448,2014,6
27448,2015,8
27448,2016,7
27448,2017,6
27448,2018,6
27448,2019,5
27467,2004,21
27467,2005,21
27467,2006,21
27467,2007,20
27467,2008,20
27467,2009,20
27467,2010,20
27467,2011,19
27467,2012,20
27467,2013,20
27467,2014,20
27467,2015,20
27467,2016,21
27467,2017,19
27467,2018,21
27467,2019,21
27469,2004,6
27469,2005,6
27469,2006,6
27469,2007,6
27469,2008,5
27469,2009,6
27469,2010,6
27469,2011,6
27469,2012,5
27469,2013,6
27469,2014,6
27469,2015,5
27469,2016,5
27469,2017,6
27469,2018,6
27469,2019,5
27493,2004,7
27493,2005,7
27493,2006,7
27493,2007,7
27493,2008,7
27493,2009,8
27493,2010,7
27493,2011,8
27493,2012,8
27493,2013,8
27493,2014,8
27493,2015,7
27493,2016,7
27493,2017,8
27493,2018,8
27493,2019,10
27507,2004,5
27507,2005,5
27507,2006,4
27507,2007,5
27507,2008,5
27507,2009,6
27507,2010,4
27507,2011,4
27507,2012,4
27507,2013,4
27507,2014,6
27507,2015,6
27507,2016,6
27507,2017,6
27507,2018,6
27507,2019,5
27562,2004,9
27562,2005,9
27562,2006,9
27562,2007,9
27562,2008,9
27562,2009,8
27562,2010,8
27562,2011,8
27562,2012,8
27562,2013,8
27562,2014,7
27562,2015,8
27562,2016,7
27562,2017,7
27562,2018,8
27562,2019,7
27679,2004,17
27679,2005,18
27679,2006,18
27679,2007,18
27679,2008,18
27679,2009,18
27679,2010,16
27679,2011,16
27679,2012,17
27679,2013,16
27679,2014,16
27679,2015,16
27679,2016,15
27679,2017,15
27679,2018,15
27679,2019,17
27681,2004,28
27681,2005,30
27681,2006,31
27681,2007,32
27681,2008,32
27681,2009,32
27681,2010,32
27681,2011,31
27681,2012,30
27681,2013,34
27681,2014,34
27681,2015,30
27681,2016,30
27681,2017,25
27681,2018,25
27681,2019,24
27701,2004,21
27701,2005,21
27701,2006,21
27701,2007,22
27701,2008,21
27701,2009,21
27701,2010,22
27701,2011,22
27701,2012,22
27701,2013,21
27701,2014,21
27701,2015,21
27701,2016,21
27701,2017,24
27701,2018,24
27701,2019,22
28015,2004,15
28015,2005,16
28015,2006,14
28015,2007,14
28015,2008,14
28015,2009,14
28015,2010,14
28015,2011,15
28015,2012,15
28015,2013,15
28015,2014,14
28015,2015,14
28015,2016,14
28015,2017,14
28015,2018,14
28015,2019,12
28051,2004,7
28051,2005,7
28051,2006,7
28051,2007,7
28051,2008,4
28051,2009,4
28051,2010,5
28051,2011,5
28051,2012,5
28051,2013,5
28051,2014,4
28051,2015,4
28051,2016,4
28051,2017,4
28051,2018,5
28051,2019,5
28061,2004,12
28061,2005,11
28061,2006,11
28061,2007,10
28061,2008,11
28061,2009,11
28061,2010,10
28061,2011,10
28061,2012,10
28061,2013,9
28061,2014,7
28061,2015,7
28061,2016,7
28061,2017,7
28061,2018,8
28061,2019,8
28085,2004,71
28085,2005,70
28085,2006,70
28085,2007,71
28085,2008,69
28085,2009,69
28085,2010,66
28085,2011,63
28085,2012,63
28085,2013,60
28085,2014,58
28085,2015,55
28085,2016,54
28085,2017,52
28085,2018,53
28085,2019,49
28088,2004,18
28088,2005,18
28088,2006,18
28088,2007,18
28088,2008,18
28088,2009,17
28088,2010,18
28088,2011,18
28088,2012,18
28088,2013,19
28088,2014,18
28088,2015,16
28088,2016,16
28088,2017,16
28088,2018,14
28088,2019,13
28089,2004,8
28089,2005,9
28089,2006,9
28089,2007,8
28089,2008,7
28089,2009,7
28089,2010,6
28089,2011,6
28089,2012,7
28089,2013,7
28089,2014,7
28089,2015,6
28089,2016,6
28089,2017,5
28089,2018,6
28089,2019,5
28103,2004,6
28103,2005,6
28103,2006,6
28103,2007,6
28103,2008,6
28103,2009,6
28103,2010,6
28103,2011,6
28103,2012,6
28103,2013,6
28103,2014,6
28103,2015,5
28103,2016,5
28103,2017,5
28103,2018,4
28103,2019,5
28116,2004,7
28116,2005,7
28116,2006,7
28116,2007,6
28116,2008,6
28116,2009,6
28116,2010,6
28116,2011,6
28116,2012,6
28116,2013,6
28116,2014,6
28116,2015,6
28116,2016,6
28116,2017,6
28116,2018,6
28116,2019,5
28134,2004,36
28134,2005,35
28134,2006,35
28134,2007,34
28134,2008,31
28134,2009,31
28134,2010,34
28134,2011,34
28134,2012,30
28134,2013,31
28134,2014,31
28134,2015,31
28134,2016,31
28134,2017,30
28134,2018,32
28134,2019,23
28140,2004,16
28140,2005,16
28140,2006,16
28140,2007,16
28140,2008,16
28140,2009,16
28140,2010,16
28140,2011,16
28140,2012,16
28140,2013,15
28140,2014,15
28140,2015,15
28140,2016,14
28140,2017,13
28140,2018,14
28140,2019,13
28196,2004,6
28196,2005,6
28196,2006,6
28196,2007,6
28196,2008,6
28196,2009,6
28196,2010,6
28196,2011,6
28196,2012,6
28196,2013,5
28196,2014,4
28196,2015,4
28196,2016,4
28196,2017,4
28196,2018,3
28196,2019,3
28199,2004,8
28199,2005,8
28199,2006,8
28199,2007,8
28199,2008,8
28199,2009,9
28199,2010,9
28199,2011,8
28199,2012,7
28199,2013,8
28199,2014,7
28199,2015,7
28199,2016,8
28199,2017,8
28199,2018,6
28199,2019,6
28214,2004,8
28214,2005,8
28214,2006,8
28214,2007,8
28214,2008,8
28214,2009,8
28214,2010,7
28214,2011,9
28214,2012,8
28214,2013,9
28214,2014,9
28214,2015,10
28214,2016,6
28214,2017,5
28214,2018,6
28214,2019,5
28218,2004,20
28218,2005,19
28218,2006,19
28218,2007,19
28218,2008,19
28218,2009,18
28218,2010,18
28218,2011,18
28218,2012,19
28218,2013,18
28218,2014,18
28218,2015,18
28218,2016,17
28218,2017,16
28218,2018,17
28218,2019,17
28220,2004,12
28220,2005,12
28220,2006,13
28220,2007,14
28220,2008,14
28220,2009,14
28220,2010,16
28220,2011,17
28220,2012,16
28220,2013,16
28220,2014,15
28220,2015,14
28220,2016,14
28220,2017,16
28220,2018,16
28220,2019,16
28227,2004,9
28227,2005,9
28227,2006,9
28227,2007,9
28227,2008,9
28227,2009,8
28227,2010,8
28227,2011,8
28227,2012,8
28227,2013,8
28227,2014,7
28227,2015,7
28227,2016,7
28227,2017,7
28227,2018,7
28227,2019,7
28229,2004,11
28229,2005,12
28229,2006,13
28229,2007,13
28229,2008,14
28229,2009,15
28229,2010,15
28229,2011,16
28229,2012,17
28229,2013,19
28229,2014,20
28229,2015,19
28229,2016,18
28229,2017,17
28229,2018,17
28229,2019,18
28279,2004,14
28279,2005,13
28279,2006,13
28279,2007,13
28279,2008,12
28279,2009,13
28279,2010,11
28279,2011,11
28279,2012,10
28279,2013,11
28279,2014,12
28279,2015,10
28279,2016,10
28279,2017,10
28279,2018,10
28279,2019,10
28280,2004,26
28280,2005,25
28280,2006,25
28280,2007,25
28280,2008,25
28280,2009,24
28280,2010,24
28280,2011,23
28280,2012,23
28280,2013,23
28280,2014,22
28280,2015,23
28280,2016,24
28280,2017,23
28280,2018,22
28280,2019,23
28348,2004,8
28348,2005,9
28348,2006,7
28348,2007,9
28348,2008,8
28348,2009,8
28348,2010,8
28348,2011,8
28348,2012,8
28348,2013,8
28348,2014,7
28348,2015,5
28348,2016,4
28348,2017,5
28348,2018,5
28348,2019,4
28373,2004,3
28373,2005,3
28373,2006,4
28373,2007,4
28373,2008,4
28373,2009,4
28373,2010,4
28373,2011,4
28373,2012,4
28373,2013,4
28373,2014,3
28373,2015,3
28373,2016,3
28373,2017,2
28373,2018,3
28373,2019,3
28404,2004,9
28404,2005,9
28404,2006,8
28404,2007,8
28404,2008,8
28404,2009,8
28404,2010,8
28404,2011,7
28404,2012,7
28404,2013,8
28404,2014,7
28404,2015,4
28404,2016,7
28404,2017,6
28404,2018,6
28404,2019,6
28422,2004,6
28422,2005,7
28422,2006,7
28422,2007,7
28422,2008,7
28422,2009,6
28422,2010,6
28422,2011,7
28422,2012,6
28422,2013,5
28422,2014,6
28422,2015,6
28422,2016,5
28422,2017,7
28422,2018,7
28422,2019,7
29004,2004,5
29004,2005,5
29004,2006,5
29004,2007,5
29004,2008,5
29004,2009,4
29004,2010,5
29004,2011,5
29004,2012,5
29004,2013,5
29004,2014,6
29004,2015,6
29004,2016,6
29004,2017,5
29004,2018,5
29004,2019,5
29019,2004,176
29019,2005,178
29019,2006,180
29019,2007,181
29019,2008,182
29019,2009,177
29019,2010,182
29019,2011,177
29019,2012,177
29019,2013,177
29019,2014,177
29019,2015,179
29019,2016,180
29019,2017,179
29019,2018,178
29019,2019,185
29020,2004,8
29020,2005,8
29020,2006,8
29020,2007,8
29020,2008,8
29020,2009,8
29020,2010,8
29020,2011,8
29020,2012,8
29020,2013,9
29020,2014,9
29020,2015,10
29020,2016,8
29020,2017,9
29020,2018,9
29020,2019,9
29024,2004,14
29024,2005,14
29024,2006,14
29024,2007,14
29024,2008,13
29024,2009,13
29024,2010,13
29024,2011,13
29024,2012,13
29024,2013,13
29024,2014,13
29024,2015,12
29024,2016,11
29024,2017,11
29024,2018,11
29024,2019,9
29026,2004,15
29026,2005,14
29026,2006,14
29026,2007,14
29026,2008,14
29026,2009,14
29026,2010,14
29026,2011,14
29026,2012,13
29026,2013,13
29026,2014,13
29026,2015,14
29026,2016,15
29026,2017,13
29026,2018,13
29026,2019,12
29027,2004,9
29027,2005,8
29027,2006,9
29027,2007,8
29027,2008,9
29027,2009,8
29027,2010,8
29027,2011,8
29027,2012,11
29027,2013,8
29027,2014,9
29027,2015,9
29027,2016,10
29027,2017,10
29027,2018,10
29027,2019,11
29039,2004,29
29039,2005,29
29039,2006,30
29039,2007,30
29039,2008,30
29039,2009,29
29039,2010,28
29039,2011,28
29039,2012,26
29039,2013,26
29039,2014,26
29039,2015,24
29039,2016,24
29039,2017,25
29039,2018,26
29039,2019,27
29042,2004,15
29042,2005,16
29042,2006,17
29042,2007,18
29042,2008,16
29042,2009,16
29042,2010,16
29042,2011,16
29042,2012,16
29042,2013,16
29042,2014,15
29042,2015,15
29042,2016,15
29042,2017,15
29042,2018,15
29042,2019,15
29046,2004,27
29046,2005,27
29046,2006,26
29046,2007,27
29046,2008,26
29046,2009,26
29046,2010,25
29046,2011,25
29046,2012,24
29046,2013,23
29046,2014,22
29046,2015,19
29046,2016,19
29046,2017,16
29046,2018,15
29046,2019,17
29051,2004,7
29051,2005,7
29051,2006,7
29051,2007,7
29051,2008,7
29051,2009,7
29051,2010,7
29051,2011,8
29051,2012,8
29051,2013,8
29051,2014,8
29051,2015,8
29051,2016,8
29051,2017,9
29051,2018,9
29051,2019,10
29053,2004,5
29053,2005,5
29053,2006,5
29053,2007,5
29053,2008,6
29053,2009,6
29053,2010,6
29053,2011,6
29053,2012,7
29053,2013,7
29053,2014,7
29053,2015,8
29053,2016,8
29053,2017,8
29053,2018,9
29053,2019,9
29058,2004,27
29058,2005,28
29058,2006,28
29058,2007,30
29058,2008,29
29058,2009,29
29058,2010,29
29058,2011,30
29058,2012,31
29058,2013,31
29058,2014,30
29058,2015,30
29058,2016,32
29058,2017,32
29058,2018,35
29058,2019,34
29061,2004,10
29061,2005,10
29061,2006,10
29061,2007,11
29061,2008,11
29061,2009,11
29061,2010,11
29061,2011,12
29061,2012,13
29061,2013,13
29061,2014,12
29061,2015,12
29061,2016,13
29061,2017,13
29061,2018,14
29061,2019,14
29069,2004,8
29069,2005,8
29069,2006,8
29069,2007,8
29069,2008,8
29069,2009,8
29069,2010,8
29069,2011,8
29069,2012,8
29069,2013,8
29069,2014,9
29069,2015,9
29069,2016,9
29069,2017,10
29069,2018,9
29069,2019,10
29075,2004,15
29075,2005,15
29075,2006,14
29075,2007,15
29075,2008,15
29075,2009,15
29075,2010,15
29075,2011,15
29075,2012,15
29075,2013,15
29075,2014,16
29075,2015,16
29075,2016,16
29075,2017,17
29075,2018,18
29075,2019,18
29081,2004,5
29081,2005,5
29081,2006,5
29081,2007,5
29081,2008,5
29081,2009,5
29081,2010,5
29081,2011,4
29081,2012,6
29081,2013,6
29081,2014,5
29081,2015,4
29081,2016,5
29081,2017,4
29081,2018,4
29081,2019,4
29082,2004,1
29082,2005,1
29082,2006,1
29082,2007,1
29082,2008,1
29082,2009,1
29082,2010,1
29082,2011,1
29082,2012,1
29082,2013,1
29082,2014,1
29082,2015,1
29082,2016,1
29082,2017,1
29082,2018,1
29082,2019,1
29083,2004,1
29083,2005,1
29083,2006,1
29083,2007,1
29083,2008,1
29083,2009,1
29083,2010,1
29083,2011,1
29083,2012,1
29083,2013,1
29083,2014,1
29083,2015,1
29083,2016,1
29083,2017,1
29083,2018,1
29083,2019,1
29084,2004,0
29084,2005,0
29084,2006,0
29084,2007,0
29084,2008,0
29084,2009,0
29084,2010,0
29084,2011,0
29084,2012,0
29084,2013,0
29084,2014,0
29084,2015,0
29084,2016,0
29084,2017,0
29084,2018,0
29084,2019,0
29103,2004,36
29103,2005,36
29103,2006,37
29103,2007,37
29103,2008,39
29103,2009,39
29103,2010,39
29103,2011,39
29103,2012,38
29103,2013,38
29103,2014,37
29103,2015,38
29103,2016,38
29103,2017,39
29103,2018,38
29103,2019,38
29105,2004,17
29105,2005,18
29105,2006,18
29105,2007,19
29105,2008,19
29105,2009,18
29105,2010,18
29105,2011,18
29105,2012,18
29105,2013,17
29105,2014,17
29105,2015,17
29105,2016,16
29105,2017,19
29105,2018,19
29105,2019,20
29124,2004,26
29124,2005,27
29124,2006,26
29124,2007,26
29124,2008,27
29124,2009,27
29124,2010,27
29124,2011,29
29124,2012,29
29124,2013,29
29124,2014,30
29124,2015,32
29124,2016,31
29124,2017,29
29124,2018,32
29124,2019,34
29147,2004,4
29147,2005,4
29147,2006,4
29147,2007,4
29147,2008,3
29147,2009,3
29147,2010,3
29147,2011,3
29147,2012,3
29147,2013,3
29147,2014,3
29147,2015,3
29147,2016,4
29147,2017,4
29147,2018,4
29147,2019,4
29150,2004,10
29150,2005,10
29150,2006,10
29150,2007,10
29150,2008,9
29150,2009,10
29150,2010,10
29150,2011,10
29150,2012,10
29150,2013,10
29150,2014,10
29150,2015,11
29150,2016,10
29150,2017,13
29150,2018,12
29150,2019,12
29151,2004,46
29151,2005,45
29151,2006,44
29151,2007,43
29151,2008,42
29151,2009,44
29151,2010,45
29151,2011,43
29151,2012,43
29151,2013,46
29151,2014,44
29151,2015,42
29151,2016,41
29151,2017,37
29151,2018,35
29151,2019,34
29155,2004,1
29155,2005,1
29155,2006,1
29155,2007,1
29155,2008,1
29155,2009,1
29155,2010,1
29155,2011,1
29155,2012,1
29155,2013,1
29155,2014,1
29155,2015,1
29155,2016,1
29155,2017,1
29155,2018,1
29155,2019,3
29158,2004,22
29158,2005,23
29158,2006,23
29158,2007,23
29158,2008,23
29158,2009,23
29158,2010,22
29158,2011,19
29158,2012,20
29158,2013,20
29158,2014,21
29158,2015,21
29158,2016,21
29158,2017,20
29158,2018,20
29158,2019,20
29160,2004,10
29160,2005,10
29160,2006,10
29160,2007,10
29160,2008,10
29160,2009,10
29160,2010,10
29160,2011,10
29160,2012,10
29160,2013,10
29160,2014,10
29160,2015,10
29160,2016,11
29160,2017,10
29160,2018,10
29160,2019,10
29162,2004,5
29162,2005,6
29162,2006,6
29162,2007,7
29162,2008,7
29162,2009,6
29162,2010,6
29162,2011,5
29162,2012,5
29162,2013,4
29162,2014,5
29162,2015,6
29162,2016,5
29162,2017,5
29162,2018,5
29162,2019,6
29174,2004,5
29174,2005,5
29174,2006,5
29174,2007,5
29174,2008,5
29174,2009,5
29174,2010,5
29174,2011,5
29174,2012,5
29174,2013,5
29174,2014,5
29174,2015,5
29174,2016,4
29174,2017,4
29174,2018,4
29174,2019,3
29178,2004,15
29178,2005,14
29178,2006,14
29178,2007,15
29178,2008,15
29178,2009,15
29178,2010,16
29178,2011,16
29178,2012,16
29178,2013,16
29178,2014,16
29178,2015,16
29178,2016,16
29178,2017,15
29178,2018,14
29178,2019,17
29185,2004,11
29185,2005,11
29185,2006,11
29185,2007,11
29185,2008,11
29185,2009,11
29185,2010,10
29185,2011,10
29185,2012,11
29185,2013,11
29185,2014,10
29185,2015,11
29185,2016,11
29185,2017,11
29185,2018,11
29185,2019,11
29189,2004,11
29189,2005,11
29189,2006,13
29189,2007,13
29189,2008,13
29189,2009,13
29189,2010,13
29189,2011,13
29189,2012,14
29189,2013,13
29189,2014,13
29189,2015,13
29189,2016,13
29189,2017,15
29189,2018,15
29189,2019,15
29195,2004,12
29195,2005,13
29195,2006,12
29195,2007,12
29195,2008,13
29195,2009,12
29195,2010,13
29195,2011,13
29195,2012,14
29195,2013,13
29195,2014,14
29195,2015,12
29195,2016,13
29195,2017,13
29195,2018,13
29195,2019,13
29197,2004,21
29197,2005,21
29197,2006,21
29197,2007,22
29197,2008,22
29197,2009,21
29197,2010,20
29197,2011,19
29197,2012,21
29197,2013,21
29197,2014,20
29197,2015,20
29197,2016,22
29197,2017,22
29197,2018,24
29197,2019,25
29199,2004,3
29199,2005,3
29199,2006,3
29199,2007,3
29199,2008,3
29199,2009,3
29199,2010,3
29199,2011,3
29199,2012,3
29199,2013,3
29199,2014,3
29199,2015,3
29199,2016,3
29199,2017,3
29199,2018,3
29199,2019,2
29212,2004,18
29212,2005,20
29212,2006,21
29212,2007,21
29212,2008,21
29212,2009,22
29212,2010,22
29212,2011,23
29212,2012,22
29212,2013,21
29212,2014,22
29212,2015,22
29212,2016,21
29212,2017,21
29212,2018,22
29212,2019,22
29217,2004,13
29217,2005,12
29217,2006,13
29217,2007,13
29217,2008,12
29217,2009,12
29217,2010,11
29217,2011,11
29217,2012,12
29217,2013,12
29217,2014,10
29217,2015,10
29217,2016,9
29217,2017,9
29217,2018,9
29217,2019,9
29220,2004,18
29220,2005,18
29220,2006,18
29220,2007,19
29220,2008,19
29220,2009,21
29220,2010,21
29220,2011,20
29220,2012,20
29220,2013,22
29220,2014,22
29220,2015,21
29220,2016,20
29220,2017,20
29220,2018,20
29220,2019,24
29232,2004,98
29232,2005,101
29232,2006,101
29232,2007,103
29232,2008,102
29232,2009,104
29232,2010,104
29232,2011,99
29232,2012,99
29232,2013,97
29232,2014,92
29232,2015,90
29232,2016,92
29232,2017,92
29232,2018,89
29232,2019,86
29233,2004,20
29233,2005,20
29233,2006,21
29233,2007,21
29233,2008,21
29233,2009,20
29233,2010,20
29233,2011,19
29233,2012,19
29233,2013,18
29233,2014,17
29233,2015,18
29233,2016,19
29233,2017,20
29233,2018,19
29233,2019,20
29235,2004,8
29235,2005,8
29235,2006,8
29235,2007,8
29235,2008,8
29235,2009,8
29235,2010,8
29235,2011,9
29235,2012,8
29235,2013,9
29235,2014,9
29235,2015,9
29235,2016,10
29235,2017,11
29235,2018,11
29235,2019,10
29241,2004,11
29241,2005,12
29241,2006,12
29241,2007,12
29241,2008,13
29241,2009,11
29241,2010,12
29241,2011,12
29241,2012,12
29241,2013,12
29241,2014,13
29241,2015,14
29241,2016,14
29241,2017,14
29241,2018,15
29241,2019,14
29259,2004,19
29259,2005,19
29259,2006,20
29259,2007,20
29259,2008,20
29259,2009,20
29259,2010,19
29259,2011,19
29259,2012,17
29259,2013,17
29259,2014,18
29259,2015,16
29259,2016,17
29259,2017,16
29259,2018,17
29259,2019,20
29260,2004,11
29260,2005,11
29260,2006,11
29260,2007,11
29260,2008,11
29260,2009,12
29260,2010,12
29260,2011,14
29260,2012,14
29260,2013,15
29260,2014,15
29260,2015,15
29260,2016,16
29260,2017,16
29260,2018,17
29260,2019,18
29274,2004,10
29274,2005,10
29274,2006,10
29274,2007,10
29274,2008,10
29274,2009,10
29274,2010,9
29274,2011,8
29274,2012,8
29274,2013,7
29274,2014,6
29274,2015,8
29274,2016,8
29274,2017,8
29274,2018,8
29274,2019,8
29302,2004,5
29302,2005,5
29302,2006,5
29302,2007,4
29302,2008,4
29302,2009,5
29302,2010,4
29302,2011,3
29302,2012,3
29302,2013,2
29302,2014,2
29302,2015,6
29302,2016,6
29302,2017,6
29302,2018,6
29302,2019,6
2A01,2004,72
2A01,2005,75
2A01,2006,71
2A01,2007,77
2A01,2008,80
2A01,2009,73
2A01,2010,70
2A01,2011,70
2A01,2012,72
2A01,2013,74
2A01,2014,76
2A01,2015,75
2A01,2016,77
2A01,2017,78
2A01,2018,81
2A01,2019,75
2A02,2004,4
2A02,2005,4
2A02,2006,5
2A02,2007,5
2A02,2008,5
2A02,2009,5
2A02,2010,3
2A02,2011,4
2A02,2012,5
2A02,2013,5
2A02,2014,5
2A02,2015,5
2A02,2016,5
2A02,2017,5
2A02,2018,7
2A02,2019,8
2A03,2004,7
2A03,2005,7
2A03,2006,7
2A03,2007,7
2A03,2008,6
2A03,2009,6
2A03,2010,6
2A03,2011,6
2A03,2012,6
2A03,2013,7
2A03,2014,7
2A03,2015,7
2A03,2016,7
2A03,2017,7
2A03,2018,7
2A03,2019,7
2A04,2004,2
2A04,2005,3
2A04,2006,3
2A04,2007,3
2A04,2008,2
2A04,2009,2
2A04,2010,2
2A04,2011,2
2A04,2012,2
2A04,2013,2
2A04,2014,2
2A04,2015,2
2A04,2016,2
2A04,2017,1
2A04,2018,1
2A04,2019,1
2A05,2004,5
2A05,2005,6
2A05,2006,5
2A05,2007,6
2A05,2008,6
2A05,2009,6
2A05,2010,5
2A05,2011,5
2A05,2012,5
2A05,2013,5
2A05,2014,5
2A05,2015,5
2A05,2016,5
2A05,2017,5
2A05,2018,5
2A05,2019,5
2A06,2004,9
2A06,2005,9
2A06,2006,9
2A06,2007,9
2A06,2008,9
2A06,2009,10
2A06,2010,9
2A06,2011,8
2A06,2012,8
2A06,2013,8
2A06,2014,8
2A06,2015,9
2A06,2016,9
2A06,2017,10
2A06,2018,10
2A06,2019,10
2A07,2004,1
2A07,2005,1
2A07,2006,2
2A07,2007,2
2A07,2008,2
2A07,2009,1
2A07,2010,1
2A07,2011,1
2A07,2012,2
2A07,2013,4
2A07,2014,4
2A07,2015,3
2A07,2016,3
2A07,2017,3
2A07,2018,4
2A07,2019,2
2A08,2004,5
2A08,2005,7
2A08,2006,7
2A08,2007,7
2A08,2008,8
2A08,2009,8
2A08,2010,9
2A08,2011,10
2A08,2012,10
2A08,2013,5
2A08,2014,5
2A08,2015,5
2A08,2016,5
2A08,2017,5
2A08,2018,5
2A08,2019,5
2A09,2004,25
2A09,2005,26
2A09,2006,26
2A09,2007,27
2A09,2008,28
2A09,2009,27
2A09,2010,27
2A09,2011,28
2A09,2012,28
2A09,2013,25
2A09,2014,27
2A09,2015,25
2A09,2016,23
2A09,2017,24
2A09,2018,24
2A09,2019,25
2A10,2004,4
2A10,2005,4
2A10,2006,4
2A10,2007,4
2A10,2008,4
2A10,2009,4
2A10,2010,4
2A10,2011,4
2A10,2012,4
2A10,2013,4
2A10,2014,4
2A10,2015,4
2A10,2016,4
2A10,2017,4
2A10,2018,4
2A10,2019,5
2A11,2004,5
2A11,2005,5
2A11,2006,5
2A11,2007,5
2A11,2008,5
2A11,2009,4
2A11,2010,4
2A11,2011,4
2A11,2012,4
2A11,2013,4
2A11,2014,4
2A11,2015,4
2A11,2016,4
2A11,2017,4
2A11,2018,4
2A11,2019,3
2B12,2004,11
2B12,2005,11
2B12,2006,11
2B12,2007,11
2B12,2008,9
2B12,2009,11
2B12,2010,11
2B12,2011,11
2B12,2012,12
2B12,2013,12
2B12,2014,11
2B12,2015,12
2B12,2016,11
2B12,2017,10
2B12,2018,10
2B12,2019,9
2B13,2004,8
2B13,2005,8
2B13,2006,8
2B13,2007,9
2B13,2008,9
2B13,2009,8
2B13,2010,9
2B13,2011,10
2B13,2012,10
2B13,2013,10
2B13,2014,10
2B13,2015,10
2B13,2016,10
2B13,2017,9
2B13,2018,9
2B13,2019,5
2B14,2004,7
2B14,2005,8
2B14,2006,9
2B14,2007,9
2B14,2008,10
2B14,2009,10
2B14,2010,10
2B14,2011,9
2B14,2012,10
2B14,2013,10
2B14,2014,10
2B14,2015,10
2B14,2016,10
2B14,2017,9
2B14,2018,10
2B14,2019,10
2B15,2004,15
2B15,2005,15
2B15,2006,14
2B15,2007,13
2B15,2008,15
2B15,2009,16
2B15,2010,15
2B15,2011,13
2B15,2012,13
2B15,2013,14
2B15,2014,14
2B15,2015,14
2B15,2016,14
2B15,2017,14
2B15,2018,14
2B15,2019,12
2B16,2004,10
2B16,2005,10
2B16,2006,10
2B16,2007,10
2B16,2008,10
2B16,2009,10
2B16,2010,12
2B16,2011,12
2B16,2012,11
2B16,2013,12
2B16,2014,11
2B16,2015,11
2B16,2016,12
2B16,2017,12
2B16,2018,13
2B16,2019,16
2B17,2004,11
2B17,2005,12
2B17,2006,8
2B17,2007,10
2B17,2008,12
2B17,2009,11
2B17,2010,9
2B17,2011,9
2B17,2012,9
2B17,2013,9
2B17,2014,10
2B17,2015,10
2B17,2016,10
2B17,2017,9
2B17,2018,9
2B17,2019,10
2B18,2004,3
2B18,2005,3
2B18,2006,3
2B18,2007,3
2B18,2008,3
2B18,2009,3
2B18,2010,3
2B18,2011,3
2B18,2012,2
2B18,2013,2
2B18,2014,2
2B18,2015,2
2B18,2016,2
2B18,2017,2
2B18,2018,2
2B18,2019,3
2B19,2004,16
2B19,2005,17
2B19,2006,16
2B19,2007,18
2B19,2008,18
2B19,2009,18
2B19,2010,16
2B19,2011,17
2B19,2012,17
2B19,2013,16
2B19,2014,16
2B19,2015,17
2B19,2016,18
2B19,2017,19
2B19,2018,18
2B19,2019,17
2B20,2004,7
2B20,2005,7
2B20,2006,6
2B20,2007,7
2B20,2008,8
2B20,2009,8
2B20,2010,8
2B20,2011,7
2B20,2012,7
2B20,2013,6
2B20,2014,6
2B20,2015,5
2B20,2016,5
2B20,2017,5
2B20,2018,5
2B20,2019,6
2B21,2004,70
2B21,2005,75
2B21,2006,70
2B21,2007,74
2B21,2008,75
2B21,2009,74
2B21,2010,72
2B21,2011,71
2B21,2012,70
2B21,2013,69
2B21,2014,75
2B21,2015,76
2B21,2016,74
2B21,2017,74
2B21,2018,71
2B21,2019,73
2B23,2004,4
2B23,2005,4
2B23,2006,4
2B23,2007,4
2B23,2008,4
2B23,2009,4
2B23,2010,3
2B23,2011,5
2B23,2012,4
2B23,2013,3
2B23,2014,3
2B23,2015,3
2B23,2016,4
2B23,2017,3
2B23,2018,3
2B23,2019,3
30003,2004,9
30003,2005,9
30003,2006,8
30003,2007,9
30003,2008,10
30003,2009,10
30003,2010,9
30003,2011,9
30003,2012,9
30003,2013,9
30003,2014,9
30003,2015,10
30003,2016,10
30003,2017,11
30003,2018,11
30003,2019,12
30007,2004,70
30007,2005,68
30007,2006,70
30007,2007,69
30007,2008,69
30007,2009,70
30007,2010,68
30007,2011,67
30007,2012,63
30007,2013,62
30007,2014,63
30007,2015,59
30007,2016,58
30007,2017,59
30007,2018,56
30007,2019,57
30010,2004,11
30010,2005,11
30010,2006,11
30010,2007,11
30010,2008,12
30010,2009,11
30010,2010,11
30010,2011,11
30010,2012,11
30010,2013,11
30010,2014,11
30010,2015,11
30010,2016,12
30010,2017,12
30010,2018,12
30010,2019,12
30011,2004,28
30011,2005,29
30011,2006,28
30011,2007,28
30011,2008,29
30011,2009,27
30011,2010,27
30011,2011,25
30011,2012,26
30011,2013,26
30011,2014,27
30011,2015,27
30011,2016,27
30011,2017,27
30011,2018,28
30011,2019,28
30028,2004,36
30028,2005,33
30028,2006,34
30028,2007,34
30028,2008,34
30028,2009,36
30028,2010,36
30028,2011,36
30028,2012,37
30028,2013,36
30028,2014,36
30028,2015,34
30028,2016,31
30028,2017,32
30028,2018,30
30028,2019,28
30032,2004,38
30032,2005,39
30032,2006,39
30032,2007,38
30032,2008,38
30032,2009,35
30032,2010,35
